,raw text,category
750, 5- solat sunat dan qada solat lepas banyak banyak kalau tak boleh tido ,statement
751,,statement
752, mengaji ,statement
753,,statement
754, insyaAllah akan sampai masa mata akan tertidur dek syaitan ni rojim yang tak suka kita buat kebaikan ,statement
755, 6- perlu ada rakan bercerita atau paling tak untuk makan sekali ,statement
756,,statement
757, 7- berserah pada Allah untuk jalan penyelesain dan follow the flow sampai sembuh ,statement
758,,statement
759," baca quran , zikir dan berdoa sentiasa dan setiap masa ",statement
760,Ingat Depression and Anxiety Disorders penyakit kategori amat bahaya ,statement
761,,statement
762, sihat tubuh badan tapi mental sengsara,statement
763, Aku pernah ke klinik psikitiarik dan juga hospital pakar sakit jiwa ( 6 bulan lebih ulang alik untuk dapatkan rawatan ) mereka hanya banyak bagi nasihat dan ubat penenang,medical history
764, diri sendiri kena kuat untuk keluar ,statement
765, Aku juga berusaha dengan rawatan islam ,medical history
766,,statement
767, Alhamdulillah ,statement
768,,statement
769, rawatan di perak dapat beroleh perubahan dalam diri dan sampai sekarang Alhamdulillah penyakit x datang lagi dan aku tak nak ada penyakit tuh lagi,statement
770, kepelbagaian rawatan dengan dalam hati jangan syirik/ sekutukan Allah ,statement
771,,statement
772, tanam dalam diri Allah penyembuh ,statement
773, kita hanya berusaha … Untung ada isteri dan keluarga yang sentiasa beri sokongn dan dorongan ,statement
774, alhamdulillah,statement
775,,statement
776, HARGAILAH ORANG DISEKELILING KITA KETIKA KITA SUSAH,statement
777,  – DartHHantar confession anda di sini -> www,statement
778,iiumc,statement
779,com/submit,statement
780,Terima kasih admin kerana sudi menyiarkan confession aku,statement
781," Maaf kalau cerita ini panjang, tapi terima kasih pada sudi membaca",statement
782, Aku harap ada terbuka minda sedikit jika baca idea korang nanti,statement
783,Ini sebenarnya kali pertama aku berani meluahkan walaupun dah berkali-kali cuba,statement
784,"Ringkasnya, dari dulu aku memang seorang yang tidak berapa pandai jika dibandingkan dengan orang lain",risk factor
785, Aku lambat faham dan selalu rasa ketinggalan,risk factor
786," Tapi berkat usaha dan doa, aku tunjukkan semangat yang aku nak sesuatu itu",statement
787, Contoh masa aku UPSR,statement
788, Aku tak pernah dapat A pun apa apa subjek sehingga dipanggil bodoh oleh rakan sekelas,risk factor
789," Tapi sekali lagi, aku nekad untuk dapatkan target tu",statement
790," Akhirnya, aku berjaya raih 5A dan rangkul anugerah pelajar berpontensi",statement
791,Tapi tu zaman UPSR,statement
792," Aku perlu cerita ini, sebab saat itulah yang jadikan aku sebagai anak harapan kepada ibu bapa aku",statement
793, Aku mula ditaruh setinggi harapan setiap zaman sekolah sehingga sekarang,statement
794,Sekali lagi aku nyatakan aku bukan seorang yang pandai,statement
795, Tapi sentiasa fokus dalam kelas dan aku akan mengulangkaji ketika semua tidur,statement
796, Perangai tu aku terbawa sehinggalah zaman Universiti,statement
797,Aku jenis tak boleh nak study waktu ada orang,statement
798, Rasa macam diperhatikan,statement
799," Oleh itu, ramai yang menganggap aku semulajadinya seorang yang bijaksana",statement
800," Sebab hidup selalu happy je dan tak study, tapi result Alhamdulillah",statement
801,"Tapi biasalah setiap orang ada saat naik surutnya, jika aku perhatikan garis hidup aku sekarang",statement
802," Aku seorang graduan Prauniversiti (STPM), aku tak berniat nak ambil STPM langsung",statement
803, Tapi disebabkan result SPM yang mengecewakan,risk factor
804, Aku hanya ada dua pilihan,statement
805, STPM atau Politeknik,statement
806," Aku pilih STPM atas desakan keluarga, dan aku berjaya jadi pelajar cemerlang STPM",statement
807, Top5 dalam tingkatan aku,statement
808,"Memang membanggakan sehingga zaman Uni, aku menyambung pelajaran di Universiti awam",statement
809,Pada awalnya memang aku memang tunjukkan prestasi yang sangat bagus dan sentiasa bersemangat,statement
810," Tapi pada tahun akhir ijazah aku, aku mulai jatuh",risk factor
811," Aku mula hilang fokus, aku tak dapat menyiapkan tugasan dalam masa yang diberikan",symptom
812, Aku jadi hilang semangat dan seolah olah kemurungan,symptom
813,"Aku akan menangis seorang diri, dalam tidur bila mengenangkan prestasi yang tak cemerlang",symptom
814, Dan aku sukar tidur pada waktu malam,symptom
815," Bila ditambah dengan tekanan dari keluarga, selalu menekan aku",risk factor
816, Aku jadi lagi tertekan,symptom
817,  Aku akan jadi iri bila lihat orang lain sudah berjaya dan aku terus keluar dari media sosial apabila terlihat post post kawan kawan yang berjaya,statement
818,"Sehingga kini, aku masih terperangkap dalam diri sendiri bila masih lagi tak berjaya menyiapkan Final Year Project (FYP)",statement
819, Setelah satu sem aku extend,statement
820,Aku bukan nak menunding jari tapi aku dapat rasa ini bukannya salah aku seorang,statement
821, Pensyarah yang sepatutnya mengawasi aku pun tidak bertindak sepatutnya,statement
822," Dia buat endah tak endah pada aku, dan bila aku bertanyakan soalan",risk factor
823, Dia akan memusingkan perkara tu seperti semuanya salah aku,risk factor
824," Tapi tidak apa, sebab aku tetap salah",statement
825, Aku tidak letakkan kesungguhan sepenuhnya,statement
826,"Disebabkan aku selalu rasa down, aku selalu memikirkan tentang bunuh diri",symptom
827, Aku tak tahu betapa rapuhnya iman aku sampai terfikir nak berbuat demikian,statement
828," Tapi sampai sekarang, aku masih tak lakukan sebab aku tak boleh siakan ibu bapa aku dan semua orang yang ada dengan aku",statement
829,"Aku dekatkan diri dengan Tuhan, aku bersungguh nak khatam Alquran (ya, aku masih belum khatam walaupun umur dah bangka)",statement
830,Aku terfikir untuk mengambil cuti sementara dan mungkin bekerja untuk alihkan perhatian aku dengan pelajaran,statement
831, Ye mungkin dengan kelulusan macam ni apa je kerja aku boleh lakukan,statement
832,Tapi aku perlu counter semula fikiran dan tahap mental aku,statement
833, Aku bukan lembik tapi cukuplah aku kata aku tak cukup kuat,statement
834,– NurulHantar confession anda di sini -> www,statement
835,iiumc,statement
836,com/submit,statement
837,"Hai, it’s me again",statement
838, Confession sebelum ni pasal gangguan penyesuaian/ adjustment disorder,statement
839," Boleh baca confession berkenaan di sini, (https://iiumc",statement
840,com/gpaddm/),statement
841,Aku ada baca kat komen di FB yang nak tahu pasal mental illness/ mental health,statement
842, Harap admin boleh publish untuk tambah pengetahuan tentang kesihatan mental sebab kalau google pun tak berapa jelas sangat rawatan,statement
843,Aku mention awal-awal yang tak semua alami kemurungan adalah sama dan tak semua yang perlukan rawatan yang sama,statement
844," Sebab doktor aku beritahu, setiap pesakit ada kemurungan tersendiri dengan ciri ‘istimewa’ tersendiri",statement
845,Aku nak share a few rawatan untuk atas perasaan kemurungan based on pengalaman sendiri dan jawapan daripada pakar dan doktor yang incharge aku kat klinik psikiatri dan kesihatan mental,statement
846,"Ok, aku nak highlight kat sini apa yang diperlukan bila ada kemurungan ialah seorang pendengar yang setia dan tidak menghukum luahan hati kau",statement
847," Bila kau hadapi sesuatu peristiwa yang kau tak boleh hadap, carilah teman untuk meluah perasaan",statement
848,"Aku tahu yang ramai pembaca kat luar sana yang hadir temujanji dengan doktor psikiatri kan?Ok, rawatan yang diberikan oleh doktor korang ialah psikoterapi; iaitu untuk ubah cara minda korang berfikir",statement
849," Kalau selama ni dalam kepala otak kau asyik thought negatif je, jadi peranan dorang ialah untuk betulkan mind set korang",statement
850, Ini yang pertama dalam rawatan kemurungan,statement
851,Doktor yang bertugas takkan sesekali cadangkan penyelesaian kepada masalah kau,statement
852," Kau kena fikir sendiri, dia bagi kertas dan suruh senaraikan masalah dan cara tangani masalah kau",statement
853, Doktor nak ajar kau supaya kau ada self-esteem dan boleh buat keputusan,statement
854,Rawatan kedua ialah ubat-ubatan,statement
855, Lepas dah jumpa doktor mesti dapat slip ubat kan? Haa itu ialah rawatan anti-depression kalau ada tanda kemurungan dan anti-anxiety kalau ada kegelisahan,statement
856,"Untuk pesakit yang ada simptom psychotic, ubat tambahan mereka ialah ubat anti-psychotic dan ada masalah untuk tidur pun doktor akan beri ubat penenang",statement
857, Ni yang dalam drama melayu selalu ada dialog “kau tak makan ubat kau eh?” Haa ubat tulah,statement
858,Semua jenis ubat yang diberikan ialah untuk tambah/ubah hormon kau dalam otak,statement
859," Kalau macam aku, aku kekurangan hormon serotonin yang menyebakan aku selalu sedih dan kemurungan",statement
860,"Ubat yang doktor endorse pun bukan ubat Over-The-Counter, ubat tu memerlukan sign dan cop doktor sebab semuanya ubat terkawal",statement
861, Maknanya kalau korang tak perlukan ubat memang dorang takkan beri,statement
862,  Rawatan yang keempat ialah meditasi/mengenali Tuhan,statement
863, Aku pakai frasa Tuhan yang merujuk kepada semua agama,statement
864, Generally,statement
865," Kalau boleh kau kena rajin-rajinkan solat lima waktu, baca al-quran, solat tahajud semua tu supaya dapat ketenangan kalau kau seorang yang beragama Islam",statement
866,"Kalau agama lain, boleh buat ikut kepercayaan masing-masing sebab aku percaya yang agama mengajar perkara yang baik-baik kepada penganutnya",statement
867,Rawatan kelima ialah sokongan keluarga,statement
868, Bunyinya macam kejam kalau kau ada konflik dengan keluarga,statement
869," Doktor psikiatri yang incharge kau akan panggil sesiapa yang tinggal serumah dengan kau, yang hari-hari kau jumpa kat tempat kerja/ sekolah/ IPT dan yang rapat dengan kau",statement
870,Doktor akan sedaya-upaya untuk terangkan keadaan mental kau kepada mereka dan tanya macam mana perangai kau supaya apa yang kau cerita sama dengan apa yang family dan kawan rapat kau cerita,statement
871,Kat sini doktor akan fahamkan betul-betul kepada family/ kawan rapat yang kau perlukan sokongan keluarga dari segi emosi dan kena pastikan pesakit kena hadir temujanji dengan doktor,statement
872,Rawatan yang terakhir ialah DIRI KAU SENDIRI,statement
873," Ya, kalau diri sendiri taknak keluar dari kemurungan",statement
874, Maka semua rawatan-rawatan yang aku mention takkan berkesan,statement
875,Push diri sendiri untuk terima rawatan dan ubah apa yang patut supaya kemurungan kau tak jatuh lebih teruk,statement
876, Belajar untuk cope bila ada masalah dan cari ketenangan bila rasa ‘lemas’ dalam kemurungan,statement
877,"Aku faham, perasaan sedih susah nak dikawal tapi cuba ikut apa petua,tips and trick dari doktor psikiatri kau untuk atasi perasaan tu",statement
878,"Oklah, sampai sini je aku nak beritahu tentang rawatan untuk depresi/ kemurungan",statement
879, Maybe next time aku cerita benda lain yang related dengan mental health dan mental illnes,statement
880,Selamat berpuasa,statement
881,– Cik H (Bukan nama sebenar)Hantar confession anda di sini -> https://iiumc,statement
882,com/submit,statement
883,Salam all reader IIUM’s confession,statement
884, Thanks admin sebab approve confession aku ni,statement
885, Depression,statement
886," Yes, ni tajuk aku",statement
887," Lately aku dengar banyak kes bunuh diri and salah satunya kes bunuh diri sebab kemurungan!Untuk pengetahuan pembaca semua, orang yang menghidap kemurungan ni luaran dia tak nampak pun macam dia ada masalah",statement
888, Tapi the inside of that person hanya Tuhan je yang tau betapa susahnya dia struggle,statement
889, Selalunya orang yang ada depression ni ada anxiety (kebimbangan) sekali,statement
890, Sampai boleh terketar2 satu badan,symptom
891,Tanda-tanda penyakit kemurungan (ni aku amik dekat internet) 1,statement
892, Perasaan murung atau sering marah-marah hampir sepanjang hari dan hampir setiap hari dalam tempoh dua minggu,symptom
893, Perasaan ini dilaporkan oleh pesakit secara subjektif seperti perasaan rendah diri ataupun daripada pengamatan orang luar contohnya selalu menangis,symptom
894,2,statement
895, Tidak bersemangat atau tidak berminat melakukan aktiviti sosial yang biasa dilakukan hampir setiap hari,symptom
896, Contohnya tidak berminat untuk bersukan lagi atau berjumpa dengan sanak-saudara,symptom
897,3,statement
898, Berat badan merosot (~5%) daripada asal dalam waktu yang singkat atau kurang selera makan,symptom
899,4,statement
900," Corak tidur berubah, sama ada kurang tidur (insomnia) atau terlebih tidur (hypersomnia)",symptom
901,5,statement
902," Perubahan dalam melakukan aktiviti seharian, sama ada terlebih aktif atau kurang aktif",symptom
903,6,statement
904, Selalu letih dan kurang tenaga dalam melakukan aktiviti harian,symptom
905,7,statement
906, Perasaan bersalah yang tidak setimpal dengan sesuatu kesalahan perbuatan atau merasakan diri tidak berguna 8,symptom
907, Tidak mampu memberikan konsentrasi atau berfikir secara rasional,symptom
908, Pesakit juga merasakan susah untuk membuat keputusan dalam kehidupan hariannya,symptom
909,9,statement
910," Berfikir tentang keinginan untuk mati atau bunuh diri dengan kerap, atau mempunyai pelan masa hadapan untuk membunuh diri",symptom
911,"Tapi problem orang kita di Malaysia ni, asal depression je dah anggap gila",risk factor
912," Tak pun orang akan cakap “Takde apa la, jangan nak depressed sangat",risk factor
913,” Jadi orang yang ada depression ni jadi malu nak mengaku yang dia ada sakit kemurungan ni,statement
914," Yes, aku tau orang akan cakap banyakkan dekatkan diri dengan Tuhan, mengadu pada Dia dan banyakkan baca Al-quran",statement
915," The point is, memang orang yang ada depression ni buat or mungkin ada yang tak, tapi macam aku cakap innerself dia kalau boleh nak rant as long as she/he can sebab dia susah nak control emosi dia",statement
916,Macam mana aku tau? Sebab aku pernah mengalami masalah yang sama,statement
917," Sumpah waktu aku kena tu, aku macam tak ada point untuk hidup",symptom
918, Lifeless dan rasa tak ada tempat nak bergantung,symptom
919, Study aku? Memang terjun ke laut resultnya,symptom
920, Hubungan dengan lecturer pun tak berapa nak okayy sebab masalah depression aku ni agak teruk,symptom
921, Banyak orang pandang serong sebab aku tetiba jadi pendiam kadang-kadang menangis sorang diri tak tahu punca,symptom
922," Tapi akuk tak mengalah, aku cuba cari something yang boleh motivate aku",statement
923, Aku tak pergi ke kaunselor sebab tak mampu nak bayar,statement
924, Aku guna laman social,statement
925," Aku cari group orang yang senasib dengan aku, yang ada masalah depression ni",statement
926, Group depression untuk Malaysian people susah aku nak jumpa,statement
927, Boleh kira dengan jari je,statement
928,Tapi mostly aku jumpa group yang mostly over the world punya participant,statement
929," Daripada apa yang aku perhati, dia orang ni sangat-sangat OPEN-MINDED",statement
930," Each and every person yang confess dalam group tu, yang mengadu masalah atau tiba-tiba rasa anxious and post dalam group tu, people never condemn or saying anything bad to that person walaupun benda tu kita rasa benda bodoh –bodoh je masalah dia",statement
931, But they don’t,statement
932," The ask with a caring word, regardless of your religious and races",statement
933,  Ada je yang confessed cakap nak bunuh diri sebab dah tak tahan dengan depression yang dia rasa,symptom
934," Tapi all the people in that group bagi kata-kata semangat balik untuk dia, make sure dia rasa dia sangat dihargai untuk jalani kehidupan dia",statement
935," Pada aku, kalaulah Malaysian people boleh jadi open-minded macam tu, mesti ukhwah sesama kita dapat dikuatkan",statement
936, Dan masalah depression ni dapat dibendung walaupun tak sepenuhnya,statement
937, Mungkin juga sebab perangai orang Melayu kita suka perlekehkan sesuatu perkara menyebabkan golongan macam ni lebih rela untuk simpan masalah dia sendiri sampai mereput,statement
938,Just my 2cent-Cik Depression-– Cik DepressionHantar confession anda di sini -> www,statement
939,iiumc,statement
940,com/submit,statement
941,Assalamualaikum admin iium confession,statement
942,,statement
943, Terima kasih kerana sudi menyiarkan luahan ini,statement
944,Luahan ini adalah bertujuan untuk memujuk hati saya sendiri dan mendapat sokongan untuk keluar daripada kemurungan yang telah saya alami sejak 2tahun yg lalu,statement
945,Saya merupakan seorang wanita yg berumur 26 tahun yang telah berkahwin dan mempunyai seorang anak,statement
946," Sebelum ini saya merupakan seorang pelajar cemerlang, aktif ,periang di rumah dan agak pendiam dalam kalangan kawan sekelas kerana sifat saya yang agak pemalu",statement
947, Saya tidak pernah dibiasakan oleh keluarga untuk melihat pertengkaran walaupun kecil dan jarang sekali marah dalam kalangan rakan sebaya,statement
948, Boleh dikatakan mereka tidak pernah melihat saya dalam keadaan marah,statement
949, Saya juga merupakan seorang yg pemaaf,statement
950, Bagi saya setiap org akan melakukan kesilapan dalam hidupnya dan layak untuk diberi peluang berkali-kali sehingga akhir hayatnya,statement
951,Namun kini saya berubah menjadi seorang yg pemarah,symptom
952, Saya sedang bergelut dengan satu perasaan di mana saya harus memaafkan orang sekeliling dan diri saya sendiri,risk factor
953, Dan kemarahan itu saya luahkan dengan tangisan,symptom
954, Setiap hari zikir di lidah dan hati saya ungkapkan namun gangguan daripada syaitan kadangkala menguasai diri saya,statement
955, Dalam satu keadaan saya akan hilang dari kesibukan dunia,statement
956, Apa yg saya rasa hanyalah tekanan yg terlalu kuat semata mata sehingga menyebabkan saya terlalu letih dan tidak dapat menyelesaikan tugas sebagai seorang ibu dan isteri dengan sempurna,symptom
957,"Saya kerap melakukan kesalahan bodoh seprti lupa di mana meletakkan kunci, tidak dapat menyusun barang dengan baik, tidak peka dan tidak terurus",symptom
958, Bagi saya tiada apa lagi yg ibu bapa dapat banggakan dengan saya,symptom
959, Saya rasa tidak layak untuk bergelar seorg isteri,symptom
960, Yang saya tahu saya rasa seperti seorg pekerja yg diletakkan di sebuah tempat dimana saya perlu ikut rentak semua orang di dalamnya,statement
961,Saya tahu apa yang saya fikirkan adalah salah,statement
962," Tetapi saya tetap menerima tekanan apabila mendengar pertengkaran, dimarah atas kesalahan kecil berkali kali",symptom
963, Saya rasa sedih,symptom
964, Sangat sedih,symptom
965, Bagi saya punca utama terjadinya kemurungan ini adalah pada waktu saya sedang sarat mengandung suami saya selalu mencari peluang untuk bermesej dengan kawan kawan perempuannya,risk factor
966, Sejak awal perkahwinan lagi saya telah memaafkan beliau kerana saya yakin satu hati nanti dia pasti berubah menjadi seorang lelaki yg soleh,statement
967,Namun sehingga saya melahirkan anak dia masih melakukan perkara yang sama,risk factor
968, Pada satu tahap diri saya hilang kawalan dan menjerit seperti orang gila,symptom
969, Perasaan sedih seakan akan tidak dapat dibendung lagi,symptom
970, Saya meminta suami saya untuk menceraikan saya namun dia masih sayangkan saya,symptom
971, Namun hati ini telah parah,symptom
972, Terasa seperti ditikam berkali kali,symptom
973,Sehinggalah pada saat ini suami saya telah berubah ke arah kebaikan namun kini saya tidak dapat mengawal perasaan saya apabila saya berhadapan dengan situasi pertengkaran,symptom
974, Saya hilang,symptom
975, Saya hilang darpada dunia seorang ibu dan isteri,symptom
976, Apa yg saya rasa kini hanyalah tekanan kuat dalam diri,symptom
977, Hilang keyakinan dan selalu bersedih,symptom
978, Kini suami selalu memberi semangat,statement
979, Tapi dalam memberi semangat itu terkadang terkeluar kemarahan dan ego nya sebagai seorang lelaki,risk factor
980, Dan saya akan terus bersedih merasakan tiada guna nya lagi menjadi seorang isteri,symptom
981, Saya menangis sekuat hati sehingga sakit segala isi,symptom
982, Menggigil tubuh ini menahankan emosi,symptom
983, Kuatnya ujian ini bagi saya,statement
984,Saya tahu,statement
985, Saya perlu suburkan hati dengan kesyukuran,statement
986, Namun setiap kali saya mengalami tekanan tersebut saya akan hilang,symptom
987, Saya tergamam memikirkan pengorbanan saya melahirkan dan memaafkan disiakan begitu sahaja,risk factor
988, Kini suami telah menjadi semakin baik dan saya sedang melawan perasaan untuk melupakan segala keburukan,statement
989,  Saya tahu Allah adalah tempat untuk mengadu,statement
990, Saya tahu Allah sahaja yang mampu memulihkan hati saya,statement
991, Saya perlu usaha lebih lagi untuk keluar daripada kemurungan ini,statement
992,Saya manusia yang penuh dengan kesilapan,statement
993, Saya ingin kembali menjadi seorang isteri yang solehah yang sentiasa mendoakan suaminya,statement
994, Saya rasa berdosa,statement
995, Saya rasa jahat dan kejam kerana dengan keadaan kemurungan ini telah memberi kesan yang tidak baik terhadap orang sekeliling terutamanya keluarga terdekat,symptom
996,"Saya cemburu melihat isteri solehah yg meletakkan niqab di atas mukanya,berjalan penuh keyakinan",statement
997, Tak mengharapkan apa apa daripada manusia,statement
998, Hanya Allah tempat bergantung semata mata,statement
999, Saya cemburu melihat kekuatan seorang wanita yang bergelar suri rumah,statement
1000, Saya cemburu melihat kebahagiaan rumah tangga,statement
1001,Kini saya ingin bangun melawan segala hasutan syaitan,statement
1002, Kini saya ingin keluar daripada segala kemurungan dan ingin menjadi seorang isteri solehah yg sentiasa memaafkan dan memberi pedoman,statement
1003, Saya tahu ramai yang mengalami situasi ini tapi,statement
1004,tak terungkap dengan luahan kata kata apa yang dilaluinya,statement
1005,Terima kasih kepada pembaca,statement
1006, Saya mengharapkan secebis doa daripada kalian supaya hati ini kembali kuat dan teguh apabila diuji,statement
1007, Sokongan dan pemahaman amat diperlukan pada saat ini,statement
1008,Semoga kita menjadi umat yg kuat diakhir zaman ini,statement
1009,– IntanHantar confession anda di sini -> www,statement
1010,iiumc,statement
1011,com/submit,statement
1012,"Assalamualaikum, terima kasih admin kerana approve hantaran ini",statement
1013,Semalam terkejut sangat sebab jumpa post yang seakan-akan melabel pesakit depression sebagai kufur,statement
1014," Bukan itu sahaja, beliau malah menggunakan ayat Quran untuk justify pandangan tersebut",statement
1015,Siapa kita untuk menghukum orang lain? Kita bukanlah antara golongan yang dijamin syurga,statement
1016, Tidak adil untuk pukul rata semua pesakit depression tu kufur,statement
1017, Malah islam tidak mengajar kita untuk menhukum orang lain,statement
1018,Stigma sebegini sangat bahaya,statement
1019," Boleh menyebabkan pesakit kemurungan tidak mahu berkongsi rasa, malah ada yang mungkin tidak mendapatkan rawatan kerana risau dihukum sebagai “kufur”, “jauh dari Tuhan”, “lemah iman” dan sebagainya",statement
1020,Sedangkan depression tu merupakan satu penyakit dan boleh dirawat,statement
1021," Seperti penyakit-penyakit lain, depression juga disebabkan beberapa faktor seperti hormon, genetik, dan persekitaran",statement
1022, Barah bukan disebabkan kufur kan? Haa macam tu jugak la depression,statement
1023,"Mungkin lepas baca luahan ni, ada yang akan kata “betullah kalau dekat dengan Allah takkan depress”",statement
1024, Tapi sebelum tu saya nak kata yang pandangan itu sangat salah,statement
1025, Dan merupakan stigma yang sangat berat,statement
1026,"Haah, betul dengan mendekatkan diri dengan Allah, kita boleh tenang dan hilang tekanan, tetapi perlu ingat, depression ini penyakit",statement
1027," Dekatkan diri dengan Allah tu perlu, tetapi perlu juga mendapatkan rawatan pakar",statement
1028," Antara rawatan yang akan diberi adalah ubatan, terapi atau kedua-dua sekali bergantung pada keadaan pesakit",statement
1029,"Tapi macam mana orang yang sedang depress nak mendapatkan rawatan jika sekali diluahkan perasaan, terus dicop lemah iman dan sebagainya",statement
1030, Sedangkan kita dituntut untuk merujuk pakar dan berusaha dalam bertawakal,statement
1031,  Stigma sebegini la juga yang menjauhkan orang-orang dari orang alim,statement
1032," Bukankah ini merugikan Islam tu sendiri? Pesakit depression perlukan harapan dan bantuan, bukan kecaman",statement
1033,"Apa kesan stigma ini?Seperti yang dinyataan diatas, dan kesannya bukan sekadar menyebabkan pesakit tidak mendapatkan bantuan, malah kalau keadaan makin teruk boleh menyebabkan pesakit bunuh diri (nauzubillah)",statement
1034,"Jika pandangan-pandangan yang melabel pesakit depression ni tersebar, dan pesakit triggered, boleh membuatkan pesakit self-blame, adakah kita akan bertanggungjawab? Self-blame, rasa diri tidak berguna, rasa diri tiada harapan juga boleh mengakibatkan pesakit bunuh diri",statement
1035,Penyakit depression ni semakin hari semakin merunsingkan,statement
1036," Selain rawatan doktor psikiatri atau psikologis, sokongan daripada individu sekeliling sangat lah penting",statement
1037, Antara gejala depression adalah merasa diri tidak berguna,symptom
1038,"Jadi kita sebagai anggota masyarakat perlu memberi harapan yang mereka sangat diperlukan, dan diri mereka bernilai",statement
1039, Teruskan berdoa semoga kita tidak mendapat depression,statement
1040, Dan dalam masa yang sama mendoakan sahabat kita yang sedang bertarung dengan depression dan lain-lain penyakit mental,statement
1041,– Zinnirah (Bukan nama sebenar)Hantar confession anda di sini -> https://iiumc,statement
1042,com/submit,statement
1043,Hai assalamualaikum nama mia ( bukan nama sebenar) 15 tahun,statement
1044, saya ada satu perasaan yang saya sendiri tak tahu itu apa,statement
1045, Then saya ade research membawa kepada di bawah ini,statement
1046,Tanda-tanda penyakit kemurungan1,statement
1047, Perasaan murung atau sering marah-marah hampir sepanjang hari dan hampir setiap hari dalam tempoh dua minggu,symptom
1048, Perasaan ini dilaporkan oleh pesakit secara subjektif seperti perasaan rendah diri ataupun daripada pengamatan orang luar contohnya selalu menangis,symptom
1049, ( ok ini memang selalu cth kalau hari tu kena marah or ada orang sumpah seranah even gurau je pon saya boleh dapat perasaan diri rasa ‘xguna’ or benci dekat diri sendiri,symptom
1050, and macam ada orang bercakap dalam kepala ‘ ko ni tak guan mia benda macam tu pon tak boleh buat ke?’ atau ‘ ko ni tak layak hidup la mia’ atau ‘ semua ni salah ko la mia’ kata- kata tu berlegar dalam kepala walaupun salah yang saya buat alahai sangat sikit,symptom
1051, Lagi- lagi bila orang salahkan saya depan – depan secara gurauan dia punya feel tu macam dah tak nak buat ape dah,risk factor
1052, Lebih tepat lagi rasa macam tak nak hidup bila ade orang salah kan kita la,symptom
1053,(nampak remeh kan sorry tak reti nak luahkan macam mana harap faham)2,statement
1054, Tidak bersemangat atau tidak berminat melakukan aktiviti sosial yang biasa dilakukan hampir setiap hari,symptom
1055, Contohnya tidak berminat untuk bersukan lagi atau berjumpa dengan sanak-saudara,symptom
1056, sangat-sangatlah iye,statement
1057,3,statement
1058, Berat badan merosot (~5%) daripada asal dalam waktu yang singkat atau kurang selera makan,symptom
1059, Yang ni tak kot sebab aq ni jenis banyak memikir bila penat memikir aq makan,symptom
1060,4,statement
1061," Corak tidur berubah, sama ada kurang tidur (insomnia) atau terlebih tidur (hypersomnia)",symptom
1062,Yang ni sekarang ya,statement
1063," Tak tahu kenapa aq dari dulu lagi kalau buat ujian yg stress, depression, anxiety",statement
1064, Depression dengan anxiety tahap max nun,statement
1065, kuat tidoq waktu tu la ni ja tiba-tiba dia berubah,symptom
1066,5,statement
1067," Perubahan dalam melakukan aktiviti seharian, sama ada terlebih aktif atau kurang aktif",symptom
1068, yup ni ye ( kadang – kadang benci dengan diri sendiri sebab ni)6,symptom
1069, Selalu letih dan kurang tenaga dalam melakukan aktiviti harian,symptom
1070, even sabtu ahad cuti pon rasa tak larat sangat nak buat keje,symptom
1071, Rasa letih dia macam orang kemas rumah dari A-Z ,symptom
1072,7,statement
1073, Perasaan bersalah yang tidak setimpal dengan sesuatu kesalahan perbuatan atau merasakan diri tidak berguna ( yang ni sangat -sangat accurate 10/10,symptom
1074, suka sangat salahkan diri sendiri sebab tu saya lebih suka berdiam diri kalau jadi apa-apa saya tak kena mengenalah)  8,symptom
1075, Tidak mampu memberikan konsentrasi atau berfikir secara rasional,symptom
1076, Pesakit juga merasakan susah untuk membuat keputusan dalam kehidupan hariannya,symptom
1077,yup9,statement
1078," Berfikir tentang keinginan untuk mati atau bunuh diri dengan kerap, atau mempunyai pelan masa hadapan untuk membunuh diri",symptom
1079,Tidak ni je tak mungkin sebab saya agama islam saya rasa selagi solat tak tinggal saya ok je,statement
1080," cuma bila perasaan tu datang susahApa yang saya nak cakap, tiap-tiap hari saya akan pikir ‘hidup aq esok macam mana?’ ‘malasnya nak hidup’ ‘ tak bergunanya aq’ ‘ susahnya tu susahnya ni’ Lagi satu rasa benci dekat diri sendiri tu sangat2 kuat tiap- tiap hari",symptom
1081, saya ni spesies kalau bnda tu pengalaman mennyakitkan hati jiwa dan raga otak saya cepat je lupa,symptom
1082, sesetengah la,statement
1083, so tak pasti apa sebab nak benci diri sendiri tu,symptom
1084,Ha lagi satu kadang tu tanpa sebab tiba-tiba nak nangis,symptom
1085,hmmm tu je lah kot ciri-ciri yang aq hadap setakat ni,statement
1086, aq takut sebab orang cakap depression ni jangan main -main,statement
1087,"Justeru, jika anda merasakan anda atau orang terdekat anda mempunyai gejala- gejala yang disebutkan di atas dalam tempoh waktu yang sudah lama, adalah lebih baik anda mendapatkan pertolongan daripada doktor anda atau hubungi mereka yang boleh memberikan pertolongan seperti di bawah",statement
1088,no,statement
1089,1 dan 2 dan 7 sangat lah diri saya,statement
1090," persoalannya, adakah saya depression?p/s: saya agak2 mesti ramai cakap saya acah depression",statement
1091, saya cuma nak tau saya kategori mana je harap dapat membantu saya,statement
1092, saya tak de tempat nak luah,statement
1093, mereka tak faham sebab saya tak reti bercerita,statement
1094, kalau rasa merepek maafla saya tak reti bercerita,statement
