,raw text,train text,category
744, Alhamdulillah ,"[('alhamdulil', 'VERB')]",non-deppressive
745, rawatan di perak dapat beroleh perubahan dalam diri dan sampai sekarang Alhamdulillah penyakit x datang lagi dan aku tak nak ada penyakit tuh lagi,"[('rawat', 'NOUN'), ('di', 'ADP'), ('perak', 'NOUN'), ('dapat', 'ADV'), ('oleh', 'VERB'), ('ubah', 'NOUN'), ('dalam', 'ADP'), ('diri', 'NOUN'), ('dan', 'CCONJ'), ('sampai', 'ADP'), ('sekarang', 'ADV'), ('alhamdulil', 'VERB'), ('sakit', 'NOUN'), ('tidak', 'ADV'), ('datang', 'VERB'), ('lagi', 'ADV'), ('dan', 'CCONJ'), ('aku', 'PRON'), ('tidak', 'ADV'), ('mahu', 'ADV'), ('ada', 'VERB'), ('sakit', 'NOUN'), ('itu', 'DET'), ('lagi', 'ADV')]",non-deppressive
746, kepelbagaian rawatan dengan dalam hati jangan syirik/ sekutukan Allah ,"[('pelbagai', 'NOUN'), ('rawat', 'NOUN'), ('deng', 'PROPN'), ('dalam', 'ADP'), ('hati', 'NOUN'), ('jang', 'NOUN'), ('syirik', 'NOUN'), ('sekutu', 'NOUN'), ('allah', 'PROPN')]",non-deppressive
747, tanam dalam diri Allah penyembuh ,"[('tanam', 'NOUN'), ('dalam', 'ADP'), ('diri', 'NOUN'), ('allah', 'PROPN'), ('sembuh', 'NOUN')]",non-deppressive
748, kita hanya berusaha … Untung ada isteri dan keluarga yang sentiasa beri sokongn dan dorongan ,"[('k', 'NUM'), ('ha', 'NOUN'), ('berusaha', 'VERB'), ('angan', 'PUNCT'), ('untung', 'ADV'), ('ada', 'VERB'), ('isteri', 'NOUN'), ('dan', 'CCONJ'), ('keluarga', 'NOUN'), ('yang', 'PRON'), ('sentiasa', 'ADV'), ('beri', 'VERB'), ('sokong', 'NOUN'), ('dan', 'CCONJ'), ('dorong', 'NOUN')]",non-deppressive
749, alhamdulillah,"[('alhamdulil', 'VERB')]",non-deppressive
750, HARGAILAH ORANG DISEKELILING KITA KETIKA KITA SUSAH,"[('harga', 'VERB'), ('orang', 'NOUN'), ('keliling', 'NOUN'), ('k', 'NUM'), ('ketika', 'PRON'), ('k', 'NOUN'), ('susah', 'ADJ')]",non-deppressive
751,  – DartHHantar confession anda di sini -> www,"[('angan', 'PUNCT'), ('darthantar', 'NOUN'), ('pengi', 'NOUN'), ('anda', 'PRON'), ('di', 'ADP'), ('sini', 'NOUN'), ('w', 'X')]",non-deppressive
752,iiumc,"[('iium', 'PROPN')]",non-deppressive
753,com/submit,"[('com', 'PROPN'), ('muka', 'VERB')]",non-deppressive
754,Terima kasih admin kerana sudi menyiarkan confession aku,"[('terima', 'VERB'), ('kasih', 'NOUN'), ('admin', 'NOUN'), ('rana', 'SCONJ'), ('sudi', 'ADV'), ('siar', 'VERB'), ('pengi', 'NOUN'), ('aku', 'PRON')]",non-deppressive
755," Maaf kalau cerita ini panjang, tapi terima kasih pada sudi membaca","[('maaf', 'PART'), ('kalau', 'SCONJ'), ('cer', 'NOUN'), ('ini', 'DET'), ('panjang', 'ADJ'), ('tetapi', 'SCONJ'), ('terima', 'NOUN'), ('kasih', 'NOUN'), ('pada', 'ADP'), ('sudi', 'ADV'), ('baca', 'VERB')]",non-deppressive
756, Aku harap ada terbuka minda sedikit jika baca idea korang nanti,"[('aku', 'PRON'), ('harap', 'ADV'), ('ada', 'VERB'), ('buka', 'VERB'), ('minda', 'NOUN'), ('sedikit', 'ADV'), ('jika', 'SCONJ'), ('baca', 'VERB'), ('idea', 'NOUN'), ('kamu', 'PRON'), ('semua', 'DET'), ('nanti', 'ADV')]",non-deppressive
757,Ini sebenarnya kali pertama aku berani meluahkan walaupun dah berkali-kali cuba,"[('ini', 'DET'), ('benar', 'ADV'), ('kali', 'NOUN'), ('pertama', 'ADJ'), ('aku', 'PRON'), ('berani', 'ADJ'), ('luah', 'VERB'), ('walaupun', 'SCONJ'), ('dah', 'ADV'), ('kal', 'ADV'), ('kali', 'NOUN'), ('cuba', 'VERB')]",non-deppressive
758,"Ringkasnya, dari dulu aku memang seorang yang tidak berapa pandai jika dibandingkan dengan orang lain","[('ringkas', 'ADJ'), ('dari', 'ADP'), ('dahulu', 'ADJ'), ('aku', 'PRON'), ('memang', 'ADV'), ('orang', 'DET'), ('yang', 'PRON'), ('tidak', 'PART'), ('berapa', 'ADV'), ('panda', 'ADJ'), ('jika', 'SCONJ'), ('banding', 'VERB'), ('deng', 'NOUN'), ('orang', 'NOUN'), ('lain', 'ADJ')]",risk factor
759, Aku lambat faham dan selalu rasa ketinggalan,"[('aku', 'PRON'), ('lambat', 'ADJ'), ('faham', 'VERB'), ('dan', 'CCONJ'), ('selalu', 'ADV'), ('rasa', 'VERB'), ('ketinggal', 'VERB')]",risk factor
760," Tapi berkat usaha dan doa, aku tunjukkan semangat yang aku nak sesuatu itu","[('tetapi', 'SCONJ'), ('berkat', 'ADP'), ('usaha', 'NOUN'), ('dan', 'CCONJ'), ('doa', 'NOUN'), ('aku', 'PRON'), ('tunjuk', 'VERB'), ('semangat', 'NOUN'), ('yang', 'PRON'), ('aku', 'PRON'), ('nak', 'VERB'), ('sesuat', 'NOUN'), ('itu', 'DET')]",non-deppressive
761, Contoh masa aku UPSR,"[('contoh', 'NOUN'), ('masa', 'NOUN'), ('aku', 'PRON'), ('upsr', 'NOUN')]",non-deppressive
762, Aku tak pernah dapat A pun apa apa subjek sehingga dipanggil bodoh oleh rakan sekelas,"[('aku', 'PRON'), ('tidak', 'PART'), ('mengaparna', 'ADV'), ('dapat', 'VERB'), ('a', 'NOUN'), ('pun', 'PART'), ('apa', 'PRON'), ('apa', 'PRON'), ('subjek', 'NOUN'), ('sehingga', 'SCONJ'), ('panggil', 'VERB'), ('bodoh', 'ADJ'), ('oleh', 'ADP'), ('rak', 'NOUN'), ('kelas', 'ADJ')]",risk factor
763," Tapi sekali lagi, aku nekad untuk dapatkan target tu","[('tetapi', 'CCONJ'), ('sekali', 'ADV'), ('lagi', 'ADV'), ('aku', 'PRON'), ('nekad', 'VERB'), ('untuk', 'ADP'), ('dapat', 'VERB'), ('sasar', 'NOUN'), ('itu', 'DET')]",non-deppressive
764," Akhirnya, aku berjaya raih 5A dan rangkul anugerah pelajar berpontensi","[('akhir', 'ADJ'), ('aku', 'PRON'), ('jaya', 'VERB'), ('raih', 'VERB'), ('lima', 'NUM'), ('a', 'NOUN'), ('dan', 'CCONJ'), ('rangkul', 'NOUN'), ('anugerah', 'NOUN'), ('ajar', 'NOUN'), ('potensi', 'VERB')]",non-deppressive
765,Tapi tu zaman UPSR,"[('tetapi', 'CCONJ'), ('itu', 'DET'), ('zaman', 'NOUN'), ('upsr', 'NOUN')]",non-deppressive
766," Aku perlu cerita ini, sebab saat itulah yang jadikan aku sebagai anak harapan kepada ibu bapa aku","[('aku', 'PRON'), ('perlu', 'VERB'), ('cer', 'NOUN'), ('ini', 'DET'), ('sebab', 'NOUN'), ('saat', 'NOUN'), ('itu', 'DET'), ('yang', 'PRON'), ('jadi', 'VERB'), ('aku', 'PRON'), ('bagai', 'ADP'), ('anak', 'NOUN'), ('harap', 'VERB'), ('kepada', 'ADP'), ('ibu', 'NOUN'), ('bapa', 'NOUN'), ('aku', 'PRON')]",non-deppressive
767, Aku mula ditaruh setinggi harapan setiap zaman sekolah sehingga sekarang,"[('aku', 'PRON'), ('mula', 'ADV'), ('taruh', 'VERB'), ('setinggi', 'ADJ'), ('harap', 'VERB'), ('tiap', 'DET'), ('zaman', 'NOUN'), ('seko', 'NOUN'), ('sehingga', 'ADP'), ('sekarang', 'NOUN')]",non-deppressive
768,Sekali lagi aku nyatakan aku bukan seorang yang pandai,"[('sekali', 'ADV'), ('lagi', 'ADV'), ('aku', 'PRON'), ('nyata', 'VERB'), ('aku', 'PRON'), ('bu', 'NOUN'), ('orang', 'DET'), ('yang', 'PRON'), ('panda', 'ADJ')]",non-deppressive
769, Tapi sentiasa fokus dalam kelas dan aku akan mengulangkaji ketika semua tidur,"[('tetapi', 'CCONJ'), ('sentiasa', 'ADV'), ('fokus', 'NOUN'), ('dalam', 'ADP'), ('kelas', 'NOUN'), ('dan', 'CCONJ'), ('aku', 'PRON'), ('akan', 'ADV'), ('mengulangkaji', 'VERB'), ('ketika', 'SCONJ'), ('semua', 'DET'), ('tidur', 'VERB')]",non-deppressive
770, Perangai tu aku terbawa sehinggalah zaman Universiti,"[('perangai', 'NOUN'), ('itu', 'DET'), ('aku', 'PRON'), ('bawa', 'VERB'), ('sehingga', 'SCONJ'), ('zaman', 'NOUN'), ('universiti', 'NOUN')]",non-deppressive
771,Aku jenis tak boleh nak study waktu ada orang,"[('aku', 'PRON'), ('jenis', 'VERB'), ('tidak', 'PART'), ('boleh', 'VERB'), ('nak', 'ADV'), ('bajar', 'VERB'), ('waktu', 'ADP'), ('ada', 'VERB'), ('orang', 'NOUN')]",non-deppressive
772, Rasa macam diperhatikan,"[('rasa', 'NOUN'), ('macam', 'ADV'), ('perhati', 'VERB')]",non-deppressive
773," Oleh itu, ramai yang menganggap aku semulajadinya seorang yang bijaksana","[('oleh', 'CCONJ'), ('itu', 'DET'), ('ramai', 'DET'), ('yang', 'PRON'), ('anggap', 'VERB'), ('aku', 'PRON'), ('semulajadi', 'VERB'), ('orang', 'DET'), ('yang', 'PRON'), ('bijaksana', 'ADJ')]",non-deppressive
774," Sebab hidup selalu happy je dan tak study, tapi result Alhamdulillah","[('sebab', 'SCONJ'), ('hidup', 'NOUN'), ('selalu', 'ADV'), ('gembira', 'ADJ'), ('sahaja', 'ADV'), ('dan', 'CCONJ'), ('tidak', 'PART'), ('bajar', 'VERB'), ('tetapi', 'SCONJ'), ('hasil', 'NOUN'), ('alhamdulil', 'NOUN')]",non-deppressive
775,"Tapi biasalah setiap orang ada saat naik surutnya, jika aku perhatikan garis hidup aku sekarang","[('tetapi', 'CCONJ'), ('biasa', 'ADV'), ('tiap', 'DET'), ('orang', 'NOUN'), ('ada', 'VERB'), ('saat', 'NOUN'), ('naik', 'VERB'), ('surut', 'VERB'), ('jika', 'SCONJ'), ('aku', 'PRON'), ('perhati', 'VERB'), ('garis', 'NOUN'), ('hidup', 'NOUN'), ('aku', 'PRON'), ('sekarang', 'ADV')]",non-deppressive
776," Aku seorang graduan Prauniversiti (STPM), aku tak berniat nak ambil STPM langsung","[('aku', 'PRON'), ('orang', 'DET'), ('gradu', 'NOUN'), ('prauniversiti', 'NOUN'), ('stpm', 'NOUN'), ('aku', 'PRON'), ('tidak', 'PART'), ('niat', 'VERB'), ('nak', 'ADP'), ('ambil', 'VERB'), ('stpm', 'NOUN'), ('langsung', 'ADJ')]",non-deppressive
777, Tapi disebabkan result SPM yang mengecewakan,"[('tetapi', 'CCONJ'), ('sebab', 'VERB'), ('hasil', 'NOUN'), ('spm', 'NOUN'), ('yang', 'PRON'), ('kecewa', 'VERB')]",risk factor
778, Aku hanya ada dua pilihan,"[('aku', 'PRON'), ('ha', 'ADV'), ('ada', 'VERB'), ('dua', 'NUM'), ('pilih', 'VERB')]",non-deppressive
779, STPM atau Politeknik,"[('stpm', 'NOUN'), ('atau', 'CCONJ'), ('politeknik', 'PROPN')]",non-deppressive
780," Aku pilih STPM atas desakan keluarga, dan aku berjaya jadi pelajar cemerlang STPM","[('aku', 'PRON'), ('pilih', 'VERB'), ('stpm', 'NOUN'), ('atas', 'ADP'), ('desa', 'NOUN'), ('keluarga', 'NOUN'), ('dan', 'CCONJ'), ('aku', 'PRON'), ('jaya', 'VERB'), ('jadi', 'ADP'), ('ajar', 'NOUN'), ('cemerlang', 'ADJ'), ('stpm', 'NOUN')]",non-deppressive
781, Top5 dalam tingkatan aku,"[('topp', 'NOUN'), ('dalam', 'ADP'), ('tingkat', 'NOUN'), ('aku', 'PRON')]",non-deppressive
782,"Memang membanggakan sehingga zaman Uni, aku menyambung pelajaran di Universiti awam","[('memang', 'ADV'), ('bangga', 'VERB'), ('sehingga', 'SCONJ'), ('zaman', 'NOUN'), ('uni', 'NOUN'), ('aku', 'PRON'), ('sambung', 'VERB'), ('ajar', 'NOUN'), ('di', 'ADP'), ('universiti', 'NOUN'), ('awam', 'ADJ')]",non-deppressive
783,Pada awalnya memang aku memang tunjukkan prestasi yang sangat bagus dan sentiasa bersemangat,"[('pada', 'ADP'), ('awal', 'ADJ'), ('memang', 'ADV'), ('aku', 'PRON'), ('memang', 'ADV'), ('tunjuk', 'VERB'), ('prestasi', 'NOUN'), ('yang', 'PRON'), ('sangat', 'ADV'), ('bagus', 'ADJ'), ('dan', 'CCONJ'), ('sentiasa', 'ADV'), ('semangat', 'ADJ')]",non-deppressive
784," Tapi pada tahun akhir ijazah aku, aku mulai jatuh","[('tetapi', 'CCONJ'), ('pada', 'ADP'), ('tahun', 'NOUN'), ('akhir', 'ADJ'), ('ijazah', 'NOUN'), ('aku', 'PRON'), ('aku', 'PRON'), ('mulai', 'VERB'), ('jatuh', 'VERB')]",risk factor
785," Aku mula hilang fokus, aku tak dapat menyiapkan tugasan dalam masa yang diberikan","[('aku', 'PRON'), ('mula', 'ADV'), ('hilang', 'VERB'), ('fokus', 'NOUN'), ('aku', 'PRON'), ('tidak', 'PART'), ('dapat', 'ADV'), ('siap', 'VERB'), ('tugas', 'NOUN'), ('dalam', 'ADP'), ('masa', 'NOUN'), ('yang', 'PRON'), ('beri', 'VERB')]",symptom
786, Aku jadi hilang semangat dan seolah olah kemurungan,"[('aku', 'PRON'), ('jadi', 'ADV'), ('hilang', 'ADJ'), ('semangat', 'NOUN'), ('dan', 'CCONJ'), ('seo', 'PROPN'), ('o', 'PROPN'), ('murung', 'VERB')]",symptom
787,"Aku akan menangis seorang diri, dalam tidur bila mengenangkan prestasi yang tak cemerlang","[('aku', 'PRON'), ('akan', 'ADV'), ('menang', 'ADJ'), ('orang', 'DET'), ('diri', 'NOUN'), ('dalam', 'ADP'), ('tidur', 'NOUN'), ('bila', 'SCONJ'), ('menmenang', 'VERB'), ('prestasi', 'NOUN'), ('yang', 'PRON'), ('tidak', 'PART'), ('cemerlang', 'ADJ')]",symptom
788, Dan aku sukar tidur pada waktu malam,"[('dan', 'CCONJ'), ('aku', 'PRON'), ('sukar', 'ADJ'), ('tidur', 'VERB'), ('pada', 'ADP'), ('waktu', 'NOUN'), ('malam', 'ADJ')]",symptom
789," Bila ditambah dengan tekanan dari keluarga, selalu menekan aku","[('bila', 'SCONJ'), ('tambah', 'VERB'), ('deng', 'PROPN'), ('tekan', 'VERB'), ('dari', 'ADP'), ('keluarga', 'NOUN'), ('selalu', 'ADV'), ('mene', 'VERB'), ('aku', 'PRON')]",risk factor
790, Aku jadi lagi tertekan,"[('aku', 'PRON'), ('jadi', 'VERB'), ('lagi', 'ADV'), ('terte', 'VERB')]",symptom
791,  Aku akan jadi iri bila lihat orang lain sudah berjaya dan aku terus keluar dari media sosial apabila terlihat post post kawan kawan yang berjaya,"[('aku', 'PRON'), ('akan', 'ADV'), ('jadi', 'VERB'), ('iri', 'ADJ'), ('bila', 'SCONJ'), ('lihat', 'VERB'), ('orang', 'NOUN'), ('lain', 'ADJ'), ('sudah', 'ADV'), ('jaya', 'VERB'), ('dan', 'CCONJ'), ('aku', 'PRON'), ('terus', 'ADV'), ('keluar', 'VERB'), ('dari', 'ADP'), ('media', 'NOUN'), ('sosial', 'NOUN'), ('apabila', 'SCONJ'), ('lihat', 'VERB'), ('jawat', 'NOUN'), ('jawat', 'NOUN'), ('ka', 'ADV'), ('ka', 'ADV'), ('yang', 'PRON'), ('jaya', 'VERB')]",non-deppressive
792,"Sehingga kini, aku masih terperangkap dalam diri sendiri bila masih lagi tak berjaya menyiapkan Final Year Project (FYP)","[('sehingga', 'SCONJ'), ('kini', 'ADV'), ('aku', 'PRON'), ('masih', 'ADV'), ('perangkap', 'VERB'), ('dalam', 'ADP'), ('diri', 'NOUN'), ('sendiri', 'ADJ'), ('bila', 'SCONJ'), ('masih', 'ADV'), ('lagi', 'ADV'), ('tidak', 'PART'), ('jaya', 'VERB'), ('siap', 'VERB'), ('akhir', 'NOUN'), ('tahun', 'NOUN'), ('projek', 'NOUN'), ('fyp', 'NOUN')]",non-deppressive
793, Setelah satu sem aku extend,"[('sete', 'ADV'), ('satu', 'DET'), ('sem', 'NOUN'), ('aku', 'PRON'), ('lanjut', 'VERB')]",non-deppressive
794,Aku bukan nak menunding jari tapi aku dapat rasa ini bukannya salah aku seorang,"[('aku', 'PRON'), ('bu', 'NOUN'), ('nak', 'ADV'), ('menrunding', 'VERB'), ('jari', 'NOUN'), ('tetapi', 'SCONJ'), ('aku', 'PRON'), ('dapat', 'VERB'), ('rasa', 'NOUN'), ('ini', 'DET'), ('bukan', 'PART'), ('sa', 'NOUN'), ('aku', 'PRON'), ('orang', 'DET')]",non-deppressive
795, Pensyarah yang sepatutnya mengawasi aku pun tidak bertindak sepatutnya,"[('syarah', 'NOUN'), ('yang', 'PRON'), ('patut', 'ADJ'), ('awas', 'VERB'), ('aku', 'PRON'), ('pun', 'ADV'), ('tidak', 'PART'), ('tindak', 'VERB'), ('patut', 'ADJ')]",non-deppressive
796," Dia buat endah tak endah pada aku, dan bila aku bertanyakan soalan","[('dia', 'PRON'), ('buat', 'ADP'), ('endah', 'NOUN'), ('tidak', 'PART'), ('endah', 'NOUN'), ('pada', 'ADP'), ('aku', 'PRON'), ('dan', 'CCONJ'), ('bila', 'SCONJ'), ('aku', 'PRON'), ('tanya', 'VERB'), ('soal', 'NOUN')]",risk factor
797, Dia akan memusingkan perkara tu seperti semuanya salah aku,"[('dia', 'PRON'), ('akan', 'ADV'), ('pusing', 'VERB'), ('perkara', 'NOUN'), ('itu', 'DET'), ('seperti', 'ADP'), ('semua', 'DET'), ('sa', 'NOUN'), ('aku', 'PRON')]",risk factor
798," Tapi tidak apa, sebab aku tetap salah","[('tetapi', 'CCONJ'), ('tidak', 'PART'), ('apa', 'PRON'), ('sebab', 'NOUN'), ('aku', 'PRON'), ('tetap', 'ADV'), ('sa', 'NOUN')]",non-deppressive
799, Aku tidak letakkan kesungguhan sepenuhnya,"[('aku', 'PRON'), ('tidak', 'PART'), ('letak', 'VERB'), ('sungguh', 'NOUN'), ('sepenuh', 'ADJ')]",non-deppressive
800,"Disebabkan aku selalu rasa down, aku selalu memikirkan tentang bunuh diri","[('sebab', 'NOUN'), ('aku', 'PRON'), ('selalu', 'ADV'), ('rasa', 'VERB'), ('down', 'ADJ'), ('aku', 'PRON'), ('selalu', 'ADV'), ('memfikir', 'VERB'), ('tentang', 'ADP'), ('bunuh', 'NOUN'), ('diri', 'NOUN')]",symptom
801, Aku tak tahu betapa rapuhnya iman aku sampai terfikir nak berbuat demikian,"[('aku', 'PRON'), ('tidak', 'ADV'), ('tahu', 'VERB'), ('betapa', 'ADV'), ('rapuh', 'ADJ'), ('im', 'NOUN'), ('aku', 'PRON'), ('sampai', 'ADP'), ('terfikir', 'NOUN'), ('nak', 'ADV'), ('buat', 'VERB'), ('demiki', 'ADP')]",non-deppressive
802," Tapi sampai sekarang, aku masih tak lakukan sebab aku tak boleh siakan ibu bapa aku dan semua orang yang ada dengan aku","[('tetapi', 'SCONJ'), ('sampai', 'ADP'), ('sekarang', 'NOUN'), ('aku', 'PRON'), ('masih', 'ADV'), ('tidak', 'PART'), ('laku', 'NOUN'), ('sebab', 'SCONJ'), ('aku', 'PRON'), ('tidak', 'PART'), ('boleh', 'ADV'), ('sia', 'VERB'), ('ibu', 'NOUN'), ('bapa', 'NOUN'), ('aku', 'PRON'), ('dan', 'CCONJ'), ('semua', 'DET'), ('orang', 'NOUN'), ('yang', 'PRON'), ('ada', 'VERB'), ('deng', 'NOUN'), ('aku', 'PRON')]",non-deppressive
803,"Aku dekatkan diri dengan Tuhan, aku bersungguh nak khatam Alquran (ya, aku masih belum khatam walaupun umur dah bangka)","[('aku', 'PRON'), ('dekat', 'ADJ'), ('diri', 'NOUN'), ('deng', 'NOUN'), ('tuh', 'NOUN'), ('aku', 'PRON'), ('sungguh', 'ADJ'), ('nak', 'ADV'), ('khatam', 'VERB'), ('alqur', 'NOUN'), ('ya', 'ADV'), ('aku', 'PRON'), ('masih', 'ADV'), ('belum', 'ADV'), ('khatam', 'VERB'), ('walaupun', 'SCONJ'), ('umur', 'NOUN'), ('dah', 'ADV'), ('bangka', 'NOUN')]",non-deppressive
804,Aku terfikir untuk mengambil cuti sementara dan mungkin bekerja untuk alihkan perhatian aku dengan pelajaran,"[('aku', 'PRON'), ('terfikir', 'VERB'), ('untuk', 'ADP'), ('mengambil', 'VERB'), ('cuti', 'NOUN'), ('sementara', 'ADJ'), ('dan', 'CCONJ'), ('mungkin', 'ADV'), ('kerja', 'VERB'), ('untuk', 'ADP'), ('alih', 'VERB'), ('perhati', 'NOUN'), ('aku', 'PRON'), ('deng', 'NOUN'), ('ajar', 'NOUN')]",non-deppressive
805, Ye mungkin dengan kelulusan macam ni apa je kerja aku boleh lakukan,"[('ya', 'PART'), ('mungkin', 'ADV'), ('deng', 'NOUN'), ('kelulus', 'ADJ'), ('macam', 'NOUN'), ('ini', 'DET'), ('apa', 'PRON'), ('sahaja', 'ADV'), ('kerja', 'NOUN'), ('aku', 'PRON'), ('boleh', 'ADV'), ('laku', 'VERB')]",non-deppressive
806,Tapi aku perlu counter semula fikiran dan tahap mental aku,"[('tetapi', 'SCONJ'), ('aku', 'PRON'), ('perlu', 'ADV'), ('counter', 'NOUN'), ('semu', 'DET'), ('pikir', 'NOUN'), ('dan', 'CCONJ'), ('tahap', 'NOUN'), ('mental', 'NOUN'), ('aku', 'PRON')]",non-deppressive
807, Aku bukan lembik tapi cukuplah aku kata aku tak cukup kuat,"[('aku', 'PRON'), ('bu', 'PROPN'), ('lembik', 'ADJ'), ('tetapi', 'CCONJ'), ('cukup', 'ADV'), ('aku', 'PRON'), ('kata', 'NOUN'), ('aku', 'PRON'), ('tidak', 'PART'), ('cukup', 'ADV'), ('kuat', 'ADJ')]",non-deppressive
808,– NurulHantar confession anda di sini -> www,"[('angan', 'PUNCT'), ('nurulhantar', 'NOUN'), ('pengi', 'NOUN'), ('anda', 'PRON'), ('di', 'ADP'), ('sini', 'NOUN'), ('w', 'PUNCT')]",non-deppressive
809,iiumc,"[('iium', 'PROPN')]",non-deppressive
810,com/submit,"[('com', 'PROPN'), ('muka', 'VERB')]",non-deppressive
811,"Hai, it’s me again","[('hai', 'PART'), ('ia', 'PRON'), ('seperti', 'ADP'), ('saya', 'PRON'), ('sekali', 'ADV'), ('lagi', 'ADV')]",non-deppressive
812, Confession sebelum ni pasal gangguan penyesuaian/ adjustment disorder,"[('pengi', 'NOUN'), ('belum', 'ADP'), ('ini', 'DET'), ('pasal', 'NOUN'), ('ganggu', 'NOUN'), ('sesuai', 'NOUN'), ('laras', 'NOUN'), ('ganggu', 'NOUN')]",non-deppressive
813," Boleh baca confession berkenaan di sini, (https://iiumc","[('boleh', 'ADV'), ('baca', 'VERB'), ('pengi', 'NOUN'), ('kena', 'VERB'), ('di', 'ADP'), ('sini', 'ADP'), ('htps', 'NOUN'), ('iium', 'PROPN')]",non-deppressive
814,com/gpaddm/),"[('com', 'PROPN'), ('gpaddm', 'PROPN')]",non-deppressive
815,Aku ada baca kat komen di FB yang nak tahu pasal mental illness/ mental health,"[('aku', 'PRON'), ('ada', 'VERB'), ('baca', 'VERB'), ('dekat', 'ADP'), ('komen', 'NOUN'), ('di', 'ADP'), ('facebook', 'NOUN'), ('yang', 'PRON'), ('nak', 'VERB'), ('tahu', 'VERB'), ('pasal', 'NOUN'), ('mental', 'NOUN'), ('sakit', 'NOUN'), ('mental', 'NOUN'), ('kesihat', 'NOUN')]",non-deppressive
816, Harap admin boleh publish untuk tambah pengetahuan tentang kesihatan mental sebab kalau google pun tak berapa jelas sangat rawatan,"[('harap', 'ADV'), ('admin', 'NOUN'), ('boleh', 'ADV'), ('terbit', 'NOUN'), ('untuk', 'ADP'), ('tambah', 'VERB'), ('tahu', 'NOUN'), ('tentang', 'ADP'), ('kesihat', 'NOUN'), ('mental', 'ADJ'), ('sebab', 'SCONJ'), ('kalau', 'SCONJ'), ('goong', 'NOUN'), ('pun', 'PART'), ('tidak', 'PART'), ('berapa', 'ADV'), ('jelas', 'ADJ'), ('sangat', 'ADV'), ('rawat', 'NOUN')]",non-deppressive
817,Aku mention awal-awal yang tak semua alami kemurungan adalah sama dan tak semua yang perlukan rawatan yang sama,"[('aku', 'PRON'), ('sebut', 'VERB'), ('awal', 'NOUN'), ('awal', 'NOUN'), ('yang', 'PRON'), ('tidak', 'PART'), ('semua', 'DET'), ('alami', 'ADJ'), ('murung', 'NOUN'), ('ada', 'VERB'), ('sama', 'ADJ'), ('dan', 'CCONJ'), ('tidak', 'PART'), ('semua', 'DET'), ('yang', 'PRON'), ('perlu', 'ADV'), ('rawat', 'NOUN'), ('yang', 'PRON'), ('sama', 'ADJ')]",non-deppressive
818," Sebab doktor aku beritahu, setiap pesakit ada kemurungan tersendiri dengan ciri ‘istimewa’ tersendiri","[('sebab', 'SCONJ'), ('doktor', 'NOUN'), ('aku', 'PRON'), ('beritahu', 'VERB'), ('tiap', 'DET'), ('sakit', 'NOUN'), ('ada', 'VERB'), ('murung', 'NOUN'), ('sendiri', 'ADJ'), ('deng', 'ADP'), ('ciri', 'NOUN'), ('istimewa', 'ADJ'), ('sendiri', 'ADJ')]",non-deppressive
819,Aku nak share a few rawatan untuk atas perasaan kemurungan based on pengalaman sendiri dan jawapan daripada pakar dan doktor yang incharge aku kat klinik psikiatri dan kesihatan mental,"[('aku', 'PRON'), ('nak', 'ADV'), ('bahagi', 'VERB'), ('a', 'PRON'), ('beberapa', 'DET'), ('rawat', 'NOUN'), ('untuk', 'ADP'), ('atas', 'ADP'), ('asa', 'NOUN'), ('murung', 'ADJ'), ('asas', 'VERB'), ('pada', 'ADP'), ('alam', 'NOUN'), ('sendiri', 'ADJ'), ('dan', 'CCONJ'), ('jawap', 'NOUN'), ('daripada', 'ADP'), ('pakar', 'NOUN'), ('dan', 'CCONJ'), ('doktor', 'NOUN'), ('yang', 'PRON'), ('incharga', 'NOUN'), ('aku', 'PRON'), ('dekat', 'ADP'), ('klinik', 'NOUN'), ('psikiatri', 'NOUN'), ('dan', 'CCONJ'), ('kesihat', 'NOUN'), ('mental', 'ADJ')]",non-deppressive
820,"Ok, aku nak highlight kat sini apa yang diperlukan bila ada kemurungan ialah seorang pendengar yang setia dan tidak menghukum luahan hati kau","[('okey', 'ADJ'), ('aku', 'PRON'), ('nak', 'VERB'), ('sorot', 'NOUN'), ('dekat', 'ADJ'), ('sini', 'ADP'), ('apa', 'PRON'), ('yang', 'PRON'), ('diperlu', 'VERB'), ('bila', 'SCONJ'), ('ada', 'VERB'), ('murung', 'NOUN'), ('ia', 'PRON'), ('orang', 'DET'), ('dengar', 'NOUN'), ('yang', 'PRON'), ('setia', 'ADJ'), ('dan', 'CCONJ'), ('tidak', 'PART'), ('hukum', 'VERB'), ('luah', 'VERB'), ('hati', 'NOUN'), ('kamu', 'PRON')]",non-deppressive
821," Bila kau hadapi sesuatu peristiwa yang kau tak boleh hadap, carilah teman untuk meluah perasaan","[('bila', 'SCONJ'), ('kamu', 'PRON'), ('hadap', 'VERB'), ('sesuat', 'DET'), ('peristiwa', 'NOUN'), ('yang', 'PRON'), ('kamu', 'PRON'), ('tidak', 'PART'), ('boleh', 'ADV'), ('hadap', 'VERB'), ('cari', 'VERB'), ('teman', 'NOUN'), ('untuk', 'ADP'), ('luah', 'VERB'), ('asa', 'NOUN')]",non-deppressive
