,raw text,clean text
411, Kerja bebas,kerja bebas
412,Aku rasa sedih tak tentu pasal,aku rasa sedih tidak tentu pasal
413, Takde sebab,tidak ada sebab
414, Rasa useless,rasa tidak berguna
415, Rasa macam dulu la masa belajar,rasa macam dahulu  masa belajar
416, Masa bujang,masa bujang
417, Masa aku duduk sorang2,masa aku duduk seorang - seorang
418, Tapi ini kali pertama jadi lepas kahwin,tetapi ini kali pertama jadi lepas kahwin
419, Otak aku asyik fikir kalau mati lagi best,otak aku asyik fikir kalau mati lagi terbaik
420, Aku dah prepare dah untuk isteri dan anak aku duit,aku dah sedia dah untuk isteri dan anak aku duit
421," Tak banyak, tapi ada la","tidak banyak , tetapi ada "
422," Tapi fikir je, takde la sampai aku nak campak nyawa aku sendiri","tetapi fikir sahaja , tiada  sampai aku nak campak nyawa aku sendiri"
423," Cuma macam bayangkan, death by proxy","cuma macam bayang , death deng proksi"
424, Mati sebab accident ke,mati sebab kemalang ke
425, Aku ada la iman lagi,aku ada  im lagi
426, Aku tahu la dosa pahala,aku tahu  dosa pahala
427,"Satu malam dalam dua minggu lepas tu, aku scroll FB, search tentang depression","satu malam dalam dua minggu lepas itu , aku tatal <allcaps> facebook </allcaps> , carian tentang kemurung"
428," Jumpa la satu page ni, Malaysia Suicide Alert (MESRA)","jumpa  satu page ini , malaysia bunuh diri amar ( <allcaps> mesra </allcaps> )"
429, Aku try la pm,aku cuba  pm
430, tak berbalas sampai sekarang,tidak berbalas sampai sekarang
431, Aku cuba la call Befrienders,aku cuba  panggil befrienders
432, Tak dapat,tidak dapat
433, Tapi aku faham la sebab dah tengah malam,tetapi aku faham  sebab dah tengah malam
434," Serius aku cakap, memang waktu tu aku serabut","serius aku cakap , memang waktu itu aku serabut"
435, Aku rasa berat sangat nak buat benda yang aku selalu buat,aku rasa berat sangat nak buat benda yang aku selalu buat
436, Aku rasa nak tidur je,aku rasa nak tidur sahaja
437, Aku monyok je,aku monyok sahaja
438, Keluar dengan family pun rasa tak happy,keluar deng keluarga pun rasa tidak gembira
439, Aku sedih je,aku sedih sahaja
440,Aku jumpa satu link,aku jumpa satu paut
441, Questionnaire,soal selidik
442, Saringan Kesihatan Mental,saring kesihat mental
443, Aku cuba la jawab,aku cuba  jawab
444," Dapat keputusan dalam email, dia suruh aku pergi ke Klinik Kesihatan","dapat keputus dalam email , dia suruh aku pergi ke klinik kesihat"
445," Esoknya aku pergi, aku tunjuk kat kaunter klinik kesihatan, diorang pun blur","esok aku pergi , aku tunjuk dekat kaunter klinik kesihat , mereka pun kabur"
446, Tapi diorang suruh aku daftar dulu,tetapi mereka suruh aku daftar dahulu
447," Aku daftar, Aku tunggu lama","aku daftar , aku tunggu lama"
448, Pastu aku balik sebelum sempat diorang panggil aku,lepas itu aku balik sebelum sempat mereka panggil aku
449," Aku fikir, takpe la, aku setel sendiri……I got better a few days later","aku fikir , taka  , aku setel sendiri … … saya mendapat lebih baik a beberapa hari kemudi"
450, Ada beberapa benda yang aku buat menjadi,ada beberapa benda yang aku buat menjadi
451, Aku semangat balik,aku semangat balik
452, Aku ok balik,aku okey balik
453, Tapi perasaan tu masih ada la,tetapi perasa itu masih ada 
454," Aku start balik bangun awal pagi, ulang balik rutin dulu","aku mula balik bangun awal pagi , ulang balik rutin dahulu"
455," Pastu hari ini, aku buat keputusan untuk pergi klinik kesihatan lagi sebab aku ada gatal-gatal tanpa ruam yang miang sesangat","lepas itu hari ini , aku buat keputus untuk pergi klinik kesihat lagi sebab aku ada gatal - gatal tanpa ruam yang miang sesangat"
456," Pergi klinik kali ni, aku tunggu","pergi klinik kali ini , aku tunggu"
457, Tunggu sampai dipanggil masuk bilik doktor,tunggu sampai dipanggil masuk bilik doktor
458,"Jumpa doktor, aku cerita pasal gatal-gatal","jumpa doktor , aku cer pasal gatal - gatal"
459, Dan biasalah doktor klinik kerajaan,dan biasa  doktor klinik keraja
460, Beban kerja terlalu banyak,beb kerja terlalu banyak
461, Memang cuba secepat mungkin untuk selesaikan patient,memang cuba secepat mungkin untuk selesai pesakit
462, Aku cuba cakap tentang ujian saringan depression yang aku ada ambil,aku cuba cakap tentang uji saring kemurung yang aku ada ambil
463,"Waktu ini, nampak gaya macam ada sinis sikit","waktu ini , menampak gaya macam ada sinis sikit"
464, Macam mana nak cakap ye? Macam gaya nak kata kita ni mengada-ada,macam mana nak cakap ya ? macam gaya nak kata k ini mengada - ada
465," Mungkin aku sangka buruk, tapi aku orang sales, aku boleh baca sikit2 gaya orang ni","mungkin aku sangka buruk , tetapi aku orang selesa , aku boleh baca sikit - sikit gaya orang ini"
466," But don’t get me wrong, the doctor was still professional","tetapi jang ' nanti dapat saya wrong , yang doktor ada masih ada profesional"
467," Dia suruh aku ambil satu borang kat luar, suruh aku isi borang tu","dia suruh aku ambil satu borang dekat luar , suruh aku isi borang itu"
468, Borang DASS namanya,borang <allcaps> dass </allcaps> nama
469,Borang mengandungi soalan2 yang lebih kurang sama macam soalan saringan depression hari tu,borang mengandungi soal - soal yang lebih kurang sama macam soal saring kemurung hari itu
470, Aku jawab la ikut arahan,aku jawab  ikut arah
471," Arahannya, berdasarkan apa yang kita rasa dalam seminggu yang lepas","arahan , berdasar apa yang k rasa dalam seminggu yang lepas"
472, Aku masih rasa,aku masih rasa
473, Cuma dah kurang,cuma dah kurang
474,"Aku bawa balik masuk borang tu, Keputusan memang lebih kurang dengan saringan","aku bawa balik masuk borang itu , keputus memang lebih kurang deng saring"
475,"  Kemurungan – Sangat TerukAnzieti – SederhanaStres – Sangat TerukOk, jumpa doktor balik","kemurung – sangat terukanzieti – sederhanastres – sangat terukok , jumpa doktor balik"
476, Kesinisan bermula sekali lagi,kesinis bermula sekali lagi
477, Doktor tanya soalan untuk pastikan sama ada aku faham soalan yang ditanya dalam borang,doktor tanya soal untuk pasti sama ada aku faham soal yang dita dalam borang
478, Aku jawab,aku jawab
479," Ada cara doktor tu balas, itu biasa la","ada cara doktor itu balas , itu biasa "
480, Saya pun rasa macam tu,saya pun rasa macam itu
481,Cara doktor tanya macam menekan,cara doktor tanya macam mene
482, Macam aku ni sungguh mengada-ada,macam aku ini sungguh mengada - ada
483," Ada satu part, aku beritahu tentang suicidal thoughts aku","ada satu bahagi , aku beritahu tentang bunuh diri thoughts aku"
484," Dia kata, “Tapi takde la nak buat apa-apa kan?” Dan dia juga ada cakap, “Tak bolehlah macam tu, bila terlintas, fikir anak isteri”","dia kata , "" tetapi tiada  nak buat apa - apa kan ? "" dan dia juga ada cakap , "" tidak boleh  macam itu , bila terlintas , fikir anak isteri """
485, Aku pergi jumpa doktor sebab aku fikir anak isteri la,aku pergi jumpa doktor sebab aku fikir anak isteri 
486, Aku nak baik,aku nak baik
487,"Sampailah satu soalan, dia tanya tentang family, dia tanya aku tak boleh kongsi dengan isteri aku ke? Dengan parents macam mana","sampai satu soal , dia tanya tentang keluarga , dia tanya aku tidak boleh kongsi deng isteri aku ke ? deng parents macam mana"
488, SH*t,sh*t <censored>
489, Masa ni aku nangis,masa ini aku menangis
490, Sebak,sebak
491, Tetiba,tetiba
492, Aku tak tahu kenapa,aku tidak tahu kenapa
493, Depan doktor tu,dep doktor itu
494, Aku dah bertahun-tahun kot tak menangis macam tu,aku dah bertahun - tahun mungkin tidak menangis macam itu
495, Anak aku sakit dulu pun aku tak nangis macam tu,anak aku sakit dahulu pun aku tidak menangis macam itu
496,Last2 doktor set aku untuk terapi pemulihan carakerja,last2 doktor ditetap aku untuk terapi pemulih cara kerja
497, Memang terapi yang aku nak,memang terapi yang aku nak
498, Bukan nak bantai ubat terus,bu nak bantai ubat terus
499,"Aku yang sepatutnya dah ok sikit, pasal insiden hari ini, dengan doktor tu, aku dah rasa macam haritu balik","aku yang sepatut dah okey sikit , pasal insiden hari ini , deng doktor itu , aku dah rasa macam hari itu balik"
500,Rasa nak mati je…,rasa nak mati sahaja …
501,– AkuHantar confession anda di sini -> www,– akuhantar pengaku anda di sini - > w
502,iiumc,iium
503,com/submit,com / mengemuka
504,Aku terpanggil untuk tulis pengalaman aku lepas baca confession bertarikh 28/9/2018 bertajuk “doktor dan kemurungan” (https://iiumc,"aku terpanggil untuk tulis pengalam aku lepas baca pengaku bertarikh <date> bertajuk "" doktor dan kemurung "" ( https :// iium"
505,com/doktor-dan-kemurungan/),com / doktor - dan - kemurung / )
506, Moga kisah aku sedikit sebanyak dapat membantu insan-insan yang sedang cuba menyelesaikan isu kesihatan mental mereka,moga kisah aku sedikit sebanyak dapat membantu ins - ins yang sedang cuba menyelesai isu kesihat mental mereka
507,"Aku rasa aku melalui fasa depression yang teruk sebanyak tiga kali, cuma kali ketiga baru dapat diagnosis rasmi dan rawatan yang betul","aku rasa aku melalui fasa kemurung yang teruk sebanyak tiga kali , cuma kali ketiga baru dapat diagnosis rasmi dan rawat yang betul"
508,Kali pertama adalah 5 tahun lepas,kali pertama ada lima tahun lepas
509, Masa ni aka sangat tak boleh function,masa ini aka sangat tidak boleh fungsi
510, Bilik aku sentiasa bersepah macam kena ribut taufan,bilik aku sentiasa bersepah macam kena ribut tauf
511, Bahagian rumah lain aku kemas je sebab mak aku suruh,bahagi rumah lain aku kemas sahaja sebab mak aku suruh
512, Tapi bilik aku macam tongkang pecah,tetapi bilik aku macam tongkang pecah
513, Tidur aku haru biru,tidur aku harus biru
514, Hidup aku tak ada arah tuju dan banyak jugaklah benda merepek aku buat masa ni antaranya lari daripada rumah,hidup aku tidak ada arah tuju dan banyak juga  benda merepek aku buat masa ini antara lari daripada rumah
515, Ade lagi yang lagi merepek tapu tak perlu pun confess,ada lagi yang lagi merepek tapu tidak mengaparlu pun mengaku
516," Senang cerita, aku memang tak ok","senang cer , aku memang tidak okey"
517,"Time nilah aku mula hafal al-Quran, seperti kebanyakan netizen muslim aku pun ingat aku ni lemah iman je kot","masa ini  aku mula hafal al - qur , seperti kebanya netizen muslim aku pun ingat aku ini lemah im sahaja mungkin"
518, So aku fikir cara terbaik untuk aku mantapkan iman aku adalah dengan hafaz al-Quran serta jaga tahajjud,jadi aku fikir cara terbaik untuk aku mantap im aku ada deng hafaz al - qur dan juga jaga tahajud
519,"Aku mula rasa hafaz al-Quran tu sangat menenangkan dan best, semakin dekat aku dengan al-Quran semakin aku jauh daripada derita aku","aku mula rasa hafaz al - qur itu sangat menang dan terbaik , semakin dekat aku deng al - qur semakin aku jauh daripada der aku"
520," Dan bila kau menghafaz Kalamullah ni, kau kena tumpu 100% fikiran kau pada ayat al-Quran, well at least bagi aku lah cara aku menghafal macam tu","dan bila kamu menghafaz kalamul ini , kamu kena tumpu <percent> pikir kamu pada ayat al - qur , maklum sekurang - kurang bagi aku  cara aku menghafal macam itu"
521,Tapi aku jadi macam robot,tetapi aku jadi macam robot
522, 24 jam aku dengan al-Quran,dua puluh empat jam aku deng al - qur
523, Aku sentiasa menyendiri dengan al-Quran,aku sentiasa menyendiri deng al - qur
524, Dengan family aku makin jauh,deng keluarga aku makin jauh
525, Diorg borak aku sumbat telinga dengan earphone dengar al-Quran,diorg borak aku sumbat telinga deng fon telinga dengar al - qur
526, End up aku hafal 6 juzu dalam masa 4 bulan (aku duk rumah time ni),akhir naik aku hafal enam juzuk dalam masa empat bul ( aku duka rumah masa ini )
527, Dan hafazan ni adalah hafazan aku yang paling kuat sampai sekarang,dan hafaz ini ada hafaz aku yang paling kuat sampai sekarang
528," Time ni juga setiap hari aku menangis, tapi aku happy sebab aku dah boleh function balik lepas mula menghafaz","masa ini juga setiap hari aku menangis , tetapi aku gembira sebab aku dah boleh fungsi balik lepas mula menghafaz"
529, Tahun seterusnya aku ambil keputusan untuk hafaz al-Quran 30 juzu sebab bagi aku al-Quran penawar aku,tahun seterus aku ambil keputus untuk hafaz al - qur tiga puluh juzuk sebab bagi aku al - qur penawar aku
530," Aku fikir, mesti aku takkan lagi lalui fasa yang menyakitkan tu kalau aku jadi hafizah","aku fikir , mesti aku tidak akan lagi lalui fasa yang menakit itu kalau aku jadi hafizah"
531, Ternyata aku salah,ternyata aku sa
532,Alhamdulillah aku diterima masuk sebuah institusi yang membolehkan aku hafaz 30 Juzu al-Quran,alhamdulil aku diterima masuk sebuah institusi yang memboleh aku hafaz tiga puluh juzu al - qur
533, Tahun pertama ok je,tahun pertama okey sahaja
534, Masuk tahun 2 aku mula rasa balik macam aku rasa dulu,masuk tahun dua aku mula rasa balik macam aku rasa dahulu
535, Di mana waktu tu aku pun tak tahu tu kemurungan ke apekebenda,di mana waktu itu aku pun tidak tahu itu kemurung ke apekebenda
536, Malam aku xleh tidur,malam aku tidak boleh tidur
537, Aku termenung je tengok silinh,aku termenung sahaja tengok silih
538," Dok fikir macam-macam, antaranya cara nak bunuh diri","dok fikir macam - macam , antara cara nak bunuh diri"
539, Aku dah tak rasa nak hidup,aku dah tidak rasa nak hidup
540, Kelas jangan cakap lah,kelas jang cakap 
541, Aku rasa 40% kelas aku tak masuk,aku rasa <percent> kelas aku tidak masuk
542, Aku buat apa? Aku termenung je time aku tak masuk kelas,aku buat apa ? aku termenung sahaja masa aku tidak masuk kelas
543, Tak termenung aku tertidur,tidak termenung aku tertidur
544, Terbangun daripada tidur aku termenung,terbangun daripada tidur aku termenung
545, Ingat best? Tak best langung,ingat terbaik ? tidak terbaik langsung
546, Orang yang lalui je faham peritnya,orang yang lalui sahaja faham perit
547, Aku pemalas? Sila cuba dan fahami tentang depresi,aku pemalas ? sila cuba dan fahami tentang depresi
548,Aku dah tak ada perasaan langsung,aku dah tidak ada perasa langsung
549, Masa tu aku masih dok hafaz al-Quran,masa itu aku masih dok hafaz al - qur
550, Tapi aku menghafaz ikut sukatan je lah,tetapi aku menghafaz ikut sukat sahaja 
551, Aku dah tak semangat macam mula-mula,aku dah tidak semangat macam mula - mula
552," Bila kau dah biasa menghafal pulak, memang kejap je nak hafal satu mukasurat tu","bila kamu dah biasa menghafal pula , memang kejap sahaja nak hafal satu mukasurat itu"
553, 15-20 minit dah boleh ingat satu mukasurat,lima belas - dua puluh minit dah boleh ingat satu mukasurat
554, So biasanya aku sebelum nak tasmik baru aku tengok dan hafal,jadi biasa aku sebelum nak tasik baru aku tengok dan hafal
555,Last-last aku dah rasa penat sangat dengan diri sendiri aku nekad pergi klinik psikiatri,akhir - akhir aku dah rasa penat sangat deng diri sendiri aku nekad pergi klinik psikiatri
556, Masa tu aju dah nak habis belajar dah,masa itu aju dah nak habis belajar dah
557, Lagi dua tiga bulan macam tu,lagi dua tiga bul macam itu
558, Lebih kurang setahun lebih jugak lah aku menderita,lebih kurang setahun lebih juga  aku mender
559,Ni lah first time aku jumpa dokto untuk isu kesihatan mental aku,ini  pertama masa aku jumpa doktor untuk isu kesihat mental aku
560, Dan pengalaman pertama aku tak best,dan pengalam pertama aku tidak terbaik
561," Sebelum aku pergi klinik ni, aku dah cerita masalah aku dengan kawan, dengan ustaz, dengan ustazah, dengan kaunselor tapi mereka hanya mampu terkedu dan suruh aku bertabah","sebelum aku pergi klinik ini , aku dah cer masa aku deng ka , deng ustaz , deng ustazah , deng kaunselor tetapi mereka ha mampu terkedu dan suruh aku bertabah"
562, So aku pergi jelah klinik psikiatri sebab aku tahu aku perlukan bantuan,jadi aku pergi sahaja  klinik psikiatri sebab aku tahu aku perlu bantu
563, Malangnya pengalaman kali pertama ni x berapa best,malang pengalam kali pertama ini tidak berapa terbaik
564,Doktor ni perlekehkan aku masa aku nak explain apa yang aku fikirkan,doktor ini perlekeh aku masa aku nak terang apa yang aku fikir
565, Aku cakap “I think of patterns…” belum sempat aku habiskan ayat ni doktor ni potong cakap aku dan dengan penuh kekerekkan beliau berkata “are you trying to diagnose yourself? I do the diagnosis here ok” dan dia pun diagnose aku dengan poor sleep hygiene dan aku hanya stress dan bukan depressed,"aku cakap "" <allcaps> saya </allcaps> berfikir daripada patterns … "" belum sempat aku habis ayat ini doktor ini potong cakap aku dan deng penuh haha beliau berkata "" ada awak mencuba kepada mendiagnosis diri sendiri ? <allcaps> saya </allcaps> do yang diagnosis di sini okey "" dan dia pun mendiagnosis aku deng pori tidur kebersih dan aku ha tres dan bu terte"
566, Aku ikut segala nasihat dan saranan doktor ni tapi aku jadi lagi teruk,aku ikut segala nasihat dan saran doktor ini tetapi aku jadi lagi teruk
567,"Alhamdulillah Allah bagi aku otak yang agak cepat pickup jadi walaupun aku miss2 kelas dan x baca buku langsung, Allah rezekikan aku untuk berjaya habiskan belajar dan tamatkan hafazan 30 juzu","alhamdulil allah bagi aku otak yang agak cepat pikap jadi walaupun aku terlepas - terlepas kelas dan tidak baca buku langsung , allah rezeki aku untuk berjaya habis belajar dan tamat hafaz tiga puluh juzuk"
568, Walaupun aku sampai sekarang rasa bersalah dengan pengajar2 aku sebab seolah aku tak hormat diorang,walaupun aku sampai sekarang rasa bersa deng pengajar - pengajar aku sebab seo  aku tidak hormat mereka
569, Dan aku juga rasa aku belum betul-betul hafaz al-Quran walaupun secara rasminya aku diiktiraf sebagai penghafaz al-Quran,dan aku juga rasa aku belum betul - betul hafaz al - qur walaupun secara rasmi aku diiktiraf sebagai penhafaz al - qur
570,"Fast forward kepada tahun ni, aku lalui episod ketiga","fast ke hadap kepada tahun ini , aku lalui episod ketiga"
571, Dan kalau ikutkan aku dah malas nak jumpa doktor,dan kalau ikut aku dah malas nak jumpa doktor
572," Kalau kau ikut kata orang sebab iman lemah, aku dah siap hafal satu Quran lagi sebab nak pulihkan diri aku","kalau kamu ikut kata orang sebab im lemah , aku dah siap hafal satu qur lagi sebab nak pulih diri aku"
573, Kau rasa? Aku rasa aku dah cuba segala-galanya tapi aku tetap miserable dan rasa tak nak hidup,kamu rasa ? aku rasa aku dah cuba segala - gala tetapi aku tetap miserable dan rasa tidak mahu hidup
574,Last2 aku pergi juga ke klinik psikiatri,last2 aku pergi juga ke klinik psikiatri
575, Sekarang aku dah masuk 5 bulan makan antidepressant pagi dan malam,sekarang aku dah masuk lima bul ma antidepressant pagi dan malam
576, 6 atau 7 kali sesi psikoterapi dengan doktor aku yang sangat2 baik,enam atau tujuh kali sesi psikoterapi deng doktor aku yang sangat - sangat baik
577, Aku di diagnose dengan OCD dan depression,aku di mendiagnosis deng <allcaps> ocd </allcaps> dan kemurung
578, Sebab apa? Tu tak perlu tahu kot,sebab apa ? itu tidak mengaparlu tahu mungkin
579, Panjang sangat ceritanya,panjang sangat cerita
580,  Point aku kat sini ada dua,titik aku dekat sini ada dua
581,1,satu
582," Bagi yang sedang mengalami masalah yang kau rasa ada kaitan dengan kesihatan mental kau aku doakan kau tabah dan tetap teruskan untuk dapatkan rawatan, stick dengan rawatan, kalau dapat ubat kau makan, doktor suruh buat apa kau buat, doktor suruh tinggal apa kau tinggal","bagi yang sedang mengalami masa yang kamu rasa ada kait deng kesihat mental kamu aku doa kamu tabah dan tetap terus untuk dapat rawat , stick deng rawat , kalau dapat ubat kamu ma , doktor suruh buat apa kamu buat , doktor suruh tinggal apa kamu tinggal"
583," Doktor kau kerek, kaunselor kau tak dengar, kau cari lagi dan lagi dan lagi sampailah kau jumpa orang yang boleh bantu kau atasi masalah kau","doktor kamu kerek , kaunselor kamu tidak dengar , kamu cari lagi dan lagi dan lagi sampai kamu jumpa orang yang boleh bantu kamu atasi masa kamu"
584, Doktor pun manusia jugak,doktor pun manusia juga
585, Mungkin nasib kau kurang baik dia bad mood masa hari kau jumpa dia,mungkin nasib kamu kurang baik dia bad mod masa hari kamu jumpa dia
586, Yang penting kau terus dan terus dan terus doa dan ikhtiar supaya kau ok dan boleh function balik,yang penting kamu terus dan terus dan terus doa dan ikhtiar supaya kamu okey dan boleh fungsi balik
587, Kesihatan mental SANGAT penting ok,kesihat mental <allcaps> sangat </allcaps> penting okey
588,2,dua
589, Kau sakit tak semestinya Iman kau lemah tapi tak semestinya juga Iman kau ok,kamu sakit tidak semesti im kamu lemah tetapi tidak semesti juga im kamu okey
590, Hakikat Iman tu memang naik dan turun ini memang ulama bersepakat tentang hakikat ini,hakikat im itu memang naik dan turun ini memang ulama bersepakat tentang hakikat ini
591, Kau sakit ke sihat ke iman kau memang turun naik,kamu sakit ke sihat ke im kamu memang turun naik
592," Dan kau sakit ke sihat ke kau sentiasa kena usaha perbaiki iman kau, perbaiki ibadah kau","dan kamu sakit ke sihat ke kamu sentiasa kena usaha perbaiki im kamu , perbaiki ibadah kamu"
593," Ada kaitan tak dengan kesihatan mental? Bagi aku secara generalnya tidak, tapi dari segenap sudut ada kena mengena juga","ada kait tidak deng kesihat mental ? bagi aku secara general tidak , tetapi dari segenap sudut ada kena mengena juga"
594,"Maksud aku, stigma yang depression yang PUNCA UTAMA adalah kelemahan iman tu bagi aku salah","maksud aku , stigma yang kemurung yang <allcaps> punca utama </allcaps> ada kelemah im itu bagi aku sa"
595, Iman ni Allah je yang tahu kat mana levelnya,im ini allah sahaja yang tahu dekat mana level
596," Aku tak nafi, boleh jadi lemahnya iman tu ANTARA PUNCA kau kemurungan","aku tidak nafi , boleh jadi lemah im itu <allcaps> antara punca </allcaps> kamu kemurung"
597," So disebabkan mustahil untuk buktikan kelemahan iman ni punca kemurungan, sebab tu kalau kau cuba ambil langkah-langkah untuk kuatkan iman pun kau still murung","jadi disebab mustahil untuk bukti kelemah im ini punca kemurung , sebab itu kalau kamu cuba ambil lang - lang untuk kuat im pun kamu masih ada murung"
598," Macam aku dulu la, hari-hari baca al-Quran, solat cukup, orang sekeliling pun semua dok mengaji je tapi last2 kemurungan datang balik jugak","macam aku dahulu  , hari - hari baca al - qur , solat cukup , orang sekeliling pun semua dok mengaji sahaja tetapi akhir - akhir kemurung datang balik juga"
599," Tapi aku tak nafikan, yang aku hafaz al-Quran ni sangat membantu aku","tetapi aku tidak nafi , yang aku hafaz al - qur ini sangat membantu aku"
600, Ayat-ayat Allah ni macam pelampung yang aku berpaut dalam ombak dan badai kemurungan yang hampir menenggelamkan aku,ayat - ayat allah ini macam pelampung yang aku berpaut dalam ombak dan badai kemurung yang hampir mentenggelam aku
601,"Kesimpulannya, bila kemurungan tu lau ikhtiar dapatkan rawatan perubatan dalam masa yang sama hubungan dengan Allah pun kau cuba improve","kesimpulan , bila kemurung itu lau ikhtiar dapat rawat perubat dalam masa yang sama hubung deng allah pun kamu cuba menambah baik"
602, Dan pandangan negatif termasuklah doktor atau kakitangan kesihatan yang tak memahami kau tolak tepi walaupun kau rasa sakit hati dan takde sape paham kau,dan pandang negatif termasuk  doktor atau kakitang kesihat yang tidak memahami kamu tolak tepi walaupun kamu rasa sakit hati dan tiada siapa fahami kamu
603, Jangan biarkan pengalaman tak best menghalang kau daripada teruskan rawatan,jang biar pengalam tidak terbaik menghalang kamu daripada terus rawat
604,"Dan start je kau dapat diagnosis, time tu akan jadi lagi susah, aku mula aku amek ubat pun ade yg x kena, nak aplikasikan nasihat doktor daripada psikoterapi pun sakit, kau kena lawan diri kau","dan mula sahaja kamu dapat diagnosis , masa itu akan jadi lagi susah , aku mula aku ambil ubat pun ada yang tidak kena , nak aplikasi nasihat doktor daripada psikoterapi pun sakit , kamu kena la diri kamu"
605, It does not get easier but eventually it will,ia tidak tidak dapat lebih mudah tetapi akhir ia akan
606,Keep moving,terus moving
607, Keep trying,terus mencuba
608, Teruskan bernafas walau kau rasa tak mau,terus bernafas walau kamu rasa tidak mahu
609, Teruskan bernafas sampai kau betul-betul rasa nak hidup,terus bernafas sampai kamu betul - betul rasa nak hidup
610,"Alhamdulillah sekarang aku dah sangat banyak improvement, asbab rawatan doktor aku dan sokongan orang-orang terdekat aku","alhamdulil sekarang aku dah sangat banyak penambahbai , asbab rawat doktor aku dan sokong orang - orang terdekat aku"
611, Semoga Allah rahmati mereka dan semoga lebih ramai doktor yang baik macam doktor aku,semoga allah rahmat mereka dan semoga lebih ramai doktor yang baik macam doktor aku
612, Kau takkan tahu betapa nikmatnya perasaan nak hidup bila kau pernah lalui fasa taknak hidup,kamu tidak akan tahu betapa nikmat perasa nak hidup bila kamu pernah lalui fasa tidak nak hidup
613,Last aku nak share,akhir aku nak bahagi
614, Sentiasa amalkan doa ni :اللّهم إني أعوذبك من الهَمِّ و الحزنAda sambungan dia lagi korang carik lah sendiri eh,sentiasa amal doa ini : الل ّ هم إني أعوذبك من اله َ م ّ ِ و الحزنada sambung dia lagi kamu semua carik  sendiri eh
615," Hammi tu maksud die anxiety, hazan to sadness aka depression","hammi itu maksud mati kebimbang , az kepada kesedih aka kemurung"
616,P/s : aku pergi klinik kerajaan pada kedua-dua fasa yang berbeza tersebut,<allcaps> pergi </allcaps> / seperti : aku pergi klinik keraja pada kedua - dua fasa yang berbeza tersebut
617,– FibonacciHantar confession anda di sini -> www,– fibonaccihantar pengaku anda di sini - > w
618,iiumc,iium
619,com/submit,com / mengemuka
620,Assalamualaikum dan salam sejahtera kepada pembaca IIUM Confessions dan para admins,assalamualaikum dan salam sejahtera kepada pebaca <allcaps> iium </allcaps> confessions dan para admin
621," Terlebih dahulu, saya berterima kasih kepada pihak admins jika coretan ini diterbitkan","terlebih dahulu , saya berterima kasih kepada pihak admin jika coret ini diterbit"
622," Walaupun tidak diterbitkan, terima kasih kerana sudi membaca","walaupun tidak diterbit , terima kasih kerana sudi membaca"
623,Saya mulakan dengan pengenalan diri saya,saya mula deng pengenal diri saya
624," Nama saya Tia, anak sulung daripada tiga beradik","nama saya tia , anak sulung daripada tiga beradik"
625," Sebagai anak sulung, saya sedar jika sesuatu berlaku kepada ibu bapa saya, secara automatik tanggungjawab keluarga dipikul oleh saya","sebagai anak sulung , saya sedar jika sesuatu berlaku kepada ibu bapa saya , secara automatik bertanggungjawab keluarga dipikul oleh saya"
626," Sebenarnya, saya merasakan bahawa saya mengalami kemurungan","sebenar , saya merasa bahawa saya mengalami kemurung"
627," Ya, saya pasti ramai pembaca akan menyuruh saya untuk berjumpa dengan doktor untuk kepastian","ya , saya pasti ramai pebaca akan menyuruh saya untuk berjumpa deng doktor untuk kepasti"
628, Ada beberapa sebab yang menyebabkan saya untuk tidak pergi berjumpa dengan doktor,ada beberapa sebab yang menyebab saya untuk tidak pergi berjumpa deng doktor
629,Kisah saya bermula sewaktu saya sekolah rendah,kisah saya bermula sewaktu saya seko rendah
630," Seorang pelajar yang pintar dan disayangi guru, kehidupan saya dipenuhi dengan momen ceria","seorang pelajar yang pintar dan disayangi guru , kehidup saya dipenuhi deng momen ceria"
631," Namun, semua itu berubah apabila saya mengalami epilepsi atau lebih dikenali sebagai sawan","namun , semua itu berubah apabila saya mengalami epilepsi atau lebih dikenali sebagai sawan"
632, Penyakit ini secara tidak langsung telah mengubah kehidupan saya,penyakit ini secara tidak langsung te mengubah kehidup saya
633, Penyakit saya dibicara oleh para guru tanpa segan-silu malah ada pelajar mendengarnya,penyakit saya dibicara oleh para guru tanpa seg - silu ma ada pelajar mendengar
634," Saya diejek dengan perkataan “sawan babi”, “wayar putus” dan beberapa perkataan yang sudah saya lupakan","saya diejek deng perkata "" sawan khinzir "" , "" wayar putus "" dan beberapa perkata yang sudah saya lupa"
635," Sampai satu ketika, saya pernah menangis kerana diejek sebegitu","sampai satu ketika , saya pernah menangis kerana diejek sebegitu"
636, Faktor ejekan tersebut mendorong saya untuk membuat keputusan memasuki sekolah menengah di mana tiada langsung pelajar sekolah rendah yang sama dengan saya,faktor eje tersebut mendorong saya untuk membuat keputus memasuki seko menengah di mana tiada langsung pelajar seko rendah yang sama deng saya
637,"Alam sekolah menengah, saya menyembunyikan penyakit saya dan Alhamdulillah, saya tidak diserang sawan sehingga Tingkatan 3","alam seko menengah , saya menyembunyi penyakit saya dan alhamdulil , saya tidak diserang sawan sehingga tingkat tiga"
638," Ketika itu, ayah saya bertugas di luar negara","ketika itu , ayah saya bertugas di luar negara"
639, Hanya ibu yang mengurus keluarga,ha ibu yang mengurus keluarga
