raw text,token text,category
 diri sendiri kena kuat untuk keluar ,"['diri', 'sendiri', 'kena', 'kuat', 'untuk', 'keluar']",non-deppressive
 Aku juga berusaha dengan rawatan islam ,"['aku', 'juga', 'berusaha', 'deng', 'rawat', 'islam']",medical history
 Alhamdulillah ,['alhamdulil'],non-deppressive
 rawatan di perak dapat beroleh perubahan dalam diri dan sampai sekarang Alhamdulillah penyakit x datang lagi dan aku tak nak ada penyakit tuh lagi,"['rawat', 'di', 'perak', 'dapat', 'oleh', 'ubah', 'dalam', 'diri', 'dan', 'sampai', 'sekarang', 'alhamdulil', 'sakit', 'tidak', 'datang', 'lagi', 'dan', 'aku', 'tidak', 'mahu', 'ada', 'sakit', 'itu', 'lagi']",non-deppressive
 kepelbagaian rawatan dengan dalam hati jangan syirik/ sekutukan Allah ,"['pelbagai', 'rawat', 'deng', 'dalam', 'hati', 'jang', 'syirik', 'sekutu', 'allah']",non-deppressive
 tanam dalam diri Allah penyembuh ,"['tanam', 'dalam', 'diri', 'allah', 'sembuh']",non-deppressive
 kita hanya berusaha … Untung ada isteri dan keluarga yang sentiasa beri sokongn dan dorongan ,"['k', 'ha', 'berusaha', 'angan', 'untung', 'ada', 'isteri', 'dan', 'keluarga', 'yang', 'sentiasa', 'beri', 'sokong', 'dan', 'dorong']",non-deppressive
 alhamdulillah,['alhamdulil'],non-deppressive
 HARGAILAH ORANG DISEKELILING KITA KETIKA KITA SUSAH,"['harga', 'orang', 'keliling', 'k', 'ketika', 'k', 'susah']",non-deppressive
  – DartHHantar confession anda di sini -> www,"['angan', 'darthantar', 'pengi', 'anda', 'di', 'sini', 'w']",non-deppressive
iiumc,['iium'],non-deppressive
com/submit,"['com', 'muka']",non-deppressive
Terima kasih admin kerana sudi menyiarkan confession aku,"['terima', 'kasih', 'admin', 'rana', 'sudi', 'siar', 'pengi', 'aku']",non-deppressive
" Maaf kalau cerita ini panjang, tapi terima kasih pada sudi membaca","['maaf', 'kalau', 'cer', 'ini', 'panjang', 'tetapi', 'terima', 'kasih', 'pada', 'sudi', 'baca']",non-deppressive
 Aku harap ada terbuka minda sedikit jika baca idea korang nanti,"['aku', 'harap', 'ada', 'buka', 'minda', 'sedikit', 'jika', 'baca', 'idea', 'kamu', 'semua', 'nanti']",non-deppressive
Ini sebenarnya kali pertama aku berani meluahkan walaupun dah berkali-kali cuba,"['ini', 'benar', 'kali', 'pertama', 'aku', 'berani', 'luah', 'walaupun', 'dah', 'kal', 'kali', 'cuba']",non-deppressive
"Ringkasnya, dari dulu aku memang seorang yang tidak berapa pandai jika dibandingkan dengan orang lain","['ringkas', 'dari', 'dahulu', 'aku', 'memang', 'orang', 'yang', 'tidak', 'berapa', 'panda', 'jika', 'banding', 'deng', 'orang', 'lain']",risk factor
 Aku lambat faham dan selalu rasa ketinggalan,"['aku', 'lambat', 'faham', 'dan', 'selalu', 'rasa', 'ketinggal']",risk factor
" Tapi berkat usaha dan doa, aku tunjukkan semangat yang aku nak sesuatu itu","['tetapi', 'berkat', 'usaha', 'dan', 'doa', 'aku', 'tunjuk', 'semangat', 'yang', 'aku', 'nak', 'sesuat', 'itu']",non-deppressive
 Contoh masa aku UPSR,"['contoh', 'masa', 'aku', 'upsr']",non-deppressive
 Aku tak pernah dapat A pun apa apa subjek sehingga dipanggil bodoh oleh rakan sekelas,"['aku', 'tidak', 'mengaparna', 'dapat', 'a', 'pun', 'apa', 'apa', 'subjek', 'sehingga', 'panggil', 'bodoh', 'oleh', 'rak', 'kelas']",risk factor
" Tapi sekali lagi, aku nekad untuk dapatkan target tu","['tetapi', 'sekali', 'lagi', 'aku', 'nekad', 'untuk', 'dapat', 'sasar', 'itu']",non-deppressive
" Akhirnya, aku berjaya raih 5A dan rangkul anugerah pelajar berpontensi","['akhir', 'aku', 'jaya', 'raih', 'lima', 'a', 'dan', 'rangkul', 'anugerah', 'ajar', 'potensi']",non-deppressive
Tapi tu zaman UPSR,"['tetapi', 'itu', 'zaman', 'upsr']",non-deppressive
" Aku perlu cerita ini, sebab saat itulah yang jadikan aku sebagai anak harapan kepada ibu bapa aku","['aku', 'perlu', 'cer', 'ini', 'sebab', 'saat', 'itu', 'yang', 'jadi', 'aku', 'bagai', 'anak', 'harap', 'kepada', 'ibu', 'bapa', 'aku']",non-deppressive
 Aku mula ditaruh setinggi harapan setiap zaman sekolah sehingga sekarang,"['aku', 'mula', 'taruh', 'setinggi', 'harap', 'tiap', 'zaman', 'seko', 'sehingga', 'sekarang']",non-deppressive
Sekali lagi aku nyatakan aku bukan seorang yang pandai,"['sekali', 'lagi', 'aku', 'nyata', 'aku', 'bu', 'orang', 'yang', 'panda']",non-deppressive
 Tapi sentiasa fokus dalam kelas dan aku akan mengulangkaji ketika semua tidur,"['tetapi', 'sentiasa', 'fokus', 'dalam', 'kelas', 'dan', 'aku', 'akan', 'mengulangkaji', 'ketika', 'semua', 'tidur']",non-deppressive
 Perangai tu aku terbawa sehinggalah zaman Universiti,"['perangai', 'itu', 'aku', 'bawa', 'sehingga', 'zaman', 'universiti']",non-deppressive
Aku jenis tak boleh nak study waktu ada orang,"['aku', 'jenis', 'tidak', 'boleh', 'nak', 'bajar', 'waktu', 'ada', 'orang']",non-deppressive
 Rasa macam diperhatikan,"['rasa', 'macam', 'perhati']",non-deppressive
" Oleh itu, ramai yang menganggap aku semulajadinya seorang yang bijaksana","['oleh', 'itu', 'ramai', 'yang', 'anggap', 'aku', 'semulajadi', 'orang', 'yang', 'bijaksana']",non-deppressive
" Sebab hidup selalu happy je dan tak study, tapi result Alhamdulillah","['sebab', 'hidup', 'selalu', 'gembira', 'sahaja', 'dan', 'tidak', 'bajar', 'tetapi', 'hasil', 'alhamdulil']",non-deppressive
"Tapi biasalah setiap orang ada saat naik surutnya, jika aku perhatikan garis hidup aku sekarang","['tetapi', 'biasa', 'tiap', 'orang', 'ada', 'saat', 'naik', 'surut', 'jika', 'aku', 'perhati', 'garis', 'hidup', 'aku', 'sekarang']",non-deppressive
" Aku seorang graduan Prauniversiti (STPM), aku tak berniat nak ambil STPM langsung","['aku', 'orang', 'gradu', 'prauniversiti', 'stpm', 'aku', 'tidak', 'niat', 'nak', 'ambil', 'stpm', 'langsung']",non-deppressive
 Tapi disebabkan result SPM yang mengecewakan,"['tetapi', 'sebab', 'hasil', 'spm', 'yang', 'kecewa']",risk factor
 Aku hanya ada dua pilihan,"['aku', 'ha', 'ada', 'dua', 'pilih']",non-deppressive
 STPM atau Politeknik,"['stpm', 'atau', 'politeknik']",non-deppressive
" Aku pilih STPM atas desakan keluarga, dan aku berjaya jadi pelajar cemerlang STPM","['aku', 'pilih', 'stpm', 'atas', 'desa', 'keluarga', 'dan', 'aku', 'jaya', 'jadi', 'ajar', 'cemerlang', 'stpm']",non-deppressive
 Top5 dalam tingkatan aku,"['topp', 'dalam', 'tingkat', 'aku']",non-deppressive
"Memang membanggakan sehingga zaman Uni, aku menyambung pelajaran di Universiti awam","['memang', 'bangga', 'sehingga', 'zaman', 'uni', 'aku', 'sambung', 'ajar', 'di', 'universiti', 'awam']",non-deppressive
Pada awalnya memang aku memang tunjukkan prestasi yang sangat bagus dan sentiasa bersemangat,"['pada', 'awal', 'memang', 'aku', 'memang', 'tunjuk', 'prestasi', 'yang', 'sangat', 'bagus', 'dan', 'sentiasa', 'semangat']",non-deppressive
" Tapi pada tahun akhir ijazah aku, aku mulai jatuh","['tetapi', 'pada', 'tahun', 'akhir', 'ijazah', 'aku', 'aku', 'mulai', 'jatuh']",risk factor
" Aku mula hilang fokus, aku tak dapat menyiapkan tugasan dalam masa yang diberikan","['aku', 'mula', 'hilang', 'fokus', 'aku', 'tidak', 'dapat', 'siap', 'tugas', 'dalam', 'masa', 'yang', 'beri']",symptom
 Aku jadi hilang semangat dan seolah olah kemurungan,"['aku', 'jadi', 'hilang', 'semangat', 'dan', 'seo', 'o', 'murung']",symptom
"Aku akan menangis seorang diri, dalam tidur bila mengenangkan prestasi yang tak cemerlang","['aku', 'akan', 'menang', 'orang', 'diri', 'dalam', 'tidur', 'bila', 'menmenang', 'prestasi', 'yang', 'tidak', 'cemerlang']",symptom
 Dan aku sukar tidur pada waktu malam,"['dan', 'aku', 'sukar', 'tidur', 'pada', 'waktu', 'malam']",symptom
" Bila ditambah dengan tekanan dari keluarga, selalu menekan aku","['bila', 'tambah', 'deng', 'tekan', 'dari', 'keluarga', 'selalu', 'mene', 'aku']",risk factor
 Aku jadi lagi tertekan,"['aku', 'jadi', 'lagi', 'terte']",symptom
  Aku akan jadi iri bila lihat orang lain sudah berjaya dan aku terus keluar dari media sosial apabila terlihat post post kawan kawan yang berjaya,"['aku', 'akan', 'jadi', 'iri', 'bila', 'lihat', 'orang', 'lain', 'sudah', 'jaya', 'dan', 'aku', 'terus', 'keluar', 'dari', 'media', 'sosial', 'apabila', 'lihat', 'jawat', 'jawat', 'ka', 'ka', 'yang', 'jaya']",non-deppressive
"Sehingga kini, aku masih terperangkap dalam diri sendiri bila masih lagi tak berjaya menyiapkan Final Year Project (FYP)","['sehingga', 'kini', 'aku', 'masih', 'perangkap', 'dalam', 'diri', 'sendiri', 'bila', 'masih', 'lagi', 'tidak', 'jaya', 'siap', 'akhir', 'tahun', 'projek', 'fyp']",non-deppressive
 Setelah satu sem aku extend,"['sete', 'satu', 'sem', 'aku', 'lanjut']",non-deppressive
Aku bukan nak menunding jari tapi aku dapat rasa ini bukannya salah aku seorang,"['aku', 'bu', 'nak', 'menrunding', 'jari', 'tetapi', 'aku', 'dapat', 'rasa', 'ini', 'bukan', 'sa', 'aku', 'orang']",non-deppressive
 Pensyarah yang sepatutnya mengawasi aku pun tidak bertindak sepatutnya,"['syarah', 'yang', 'patut', 'awas', 'aku', 'pun', 'tidak', 'tindak', 'patut']",non-deppressive
" Dia buat endah tak endah pada aku, dan bila aku bertanyakan soalan","['dia', 'buat', 'endah', 'tidak', 'endah', 'pada', 'aku', 'dan', 'bila', 'aku', 'tanya', 'soal']",risk factor
 Dia akan memusingkan perkara tu seperti semuanya salah aku,"['dia', 'akan', 'pusing', 'perkara', 'itu', 'seperti', 'semua', 'sa', 'aku']",risk factor
" Tapi tidak apa, sebab aku tetap salah","['tetapi', 'tidak', 'apa', 'sebab', 'aku', 'tetap', 'sa']",non-deppressive
 Aku tidak letakkan kesungguhan sepenuhnya,"['aku', 'tidak', 'letak', 'sungguh', 'sepenuh']",non-deppressive
"Disebabkan aku selalu rasa down, aku selalu memikirkan tentang bunuh diri","['sebab', 'aku', 'selalu', 'rasa', 'down', 'aku', 'selalu', 'memfikir', 'tentang', 'bunuh', 'diri']",symptom
 Aku tak tahu betapa rapuhnya iman aku sampai terfikir nak berbuat demikian,"['aku', 'tidak', 'tahu', 'betapa', 'rapuh', 'im', 'aku', 'sampai', 'terfikir', 'nak', 'buat', 'demiki']",non-deppressive
" Tapi sampai sekarang, aku masih tak lakukan sebab aku tak boleh siakan ibu bapa aku dan semua orang yang ada dengan aku","['tetapi', 'sampai', 'sekarang', 'aku', 'masih', 'tidak', 'laku', 'sebab', 'aku', 'tidak', 'boleh', 'sia', 'ibu', 'bapa', 'aku', 'dan', 'semua', 'orang', 'yang', 'ada', 'deng', 'aku']",non-deppressive
"Aku dekatkan diri dengan Tuhan, aku bersungguh nak khatam Alquran (ya, aku masih belum khatam walaupun umur dah bangka)","['aku', 'dekat', 'diri', 'deng', 'tuh', 'aku', 'sungguh', 'nak', 'khatam', 'alqur', 'ya', 'aku', 'masih', 'belum', 'khatam', 'walaupun', 'umur', 'dah', 'bangka']",non-deppressive
Aku terfikir untuk mengambil cuti sementara dan mungkin bekerja untuk alihkan perhatian aku dengan pelajaran,"['aku', 'terfikir', 'untuk', 'mengambil', 'cuti', 'sementara', 'dan', 'mungkin', 'kerja', 'untuk', 'alih', 'perhati', 'aku', 'deng', 'ajar']",non-deppressive
 Ye mungkin dengan kelulusan macam ni apa je kerja aku boleh lakukan,"['ya', 'mungkin', 'deng', 'kelulus', 'macam', 'ini', 'apa', 'sahaja', 'kerja', 'aku', 'boleh', 'laku']",non-deppressive
Tapi aku perlu counter semula fikiran dan tahap mental aku,"['tetapi', 'aku', 'perlu', 'counter', 'semu', 'pikir', 'dan', 'tahap', 'mental', 'aku']",non-deppressive
 Aku bukan lembik tapi cukuplah aku kata aku tak cukup kuat,"['aku', 'bu', 'lembik', 'tetapi', 'cukup', 'aku', 'kata', 'aku', 'tidak', 'cukup', 'kuat']",non-deppressive
– NurulHantar confession anda di sini -> www,"['angan', 'nurulhantar', 'pengi', 'anda', 'di', 'sini', 'w']",non-deppressive
iiumc,['iium'],non-deppressive
com/submit,"['com', 'muka']",non-deppressive
"Hai, it’s me again","['hai', 'ia', 'seperti', 'saya', 'sekali', 'lagi']",non-deppressive
 Confession sebelum ni pasal gangguan penyesuaian/ adjustment disorder,"['pengi', 'belum', 'ini', 'pasal', 'ganggu', 'sesuai', 'laras', 'ganggu']",non-deppressive
" Boleh baca confession berkenaan di sini, (https://iiumc","['boleh', 'baca', 'pengi', 'kena', 'di', 'sini', 'htps', 'iium']",non-deppressive
com/gpaddm/),"['com', 'gpaddm']",non-deppressive
Aku ada baca kat komen di FB yang nak tahu pasal mental illness/ mental health,"['aku', 'ada', 'baca', 'dekat', 'komen', 'di', 'facebook', 'yang', 'nak', 'tahu', 'pasal', 'mental', 'sakit', 'mental', 'kesihat']",non-deppressive
 Harap admin boleh publish untuk tambah pengetahuan tentang kesihatan mental sebab kalau google pun tak berapa jelas sangat rawatan,"['harap', 'admin', 'boleh', 'terbit', 'untuk', 'tambah', 'tahu', 'tentang', 'kesihat', 'mental', 'sebab', 'kalau', 'goong', 'pun', 'tidak', 'berapa', 'jelas', 'sangat', 'rawat']",non-deppressive
Aku mention awal-awal yang tak semua alami kemurungan adalah sama dan tak semua yang perlukan rawatan yang sama,"['aku', 'sebut', 'awal', 'awal', 'yang', 'tidak', 'semua', 'alami', 'murung', 'ada', 'sama', 'dan', 'tidak', 'semua', 'yang', 'perlu', 'rawat', 'yang', 'sama']",non-deppressive
" Sebab doktor aku beritahu, setiap pesakit ada kemurungan tersendiri dengan ciri ‘istimewa’ tersendiri","['sebab', 'doktor', 'aku', 'beritahu', 'tiap', 'sakit', 'ada', 'murung', 'sendiri', 'deng', 'ciri', 'istimewa', 'sendiri']",non-deppressive
Aku nak share a few rawatan untuk atas perasaan kemurungan based on pengalaman sendiri dan jawapan daripada pakar dan doktor yang incharge aku kat klinik psikiatri dan kesihatan mental,"['aku', 'nak', 'bahagi', 'a', 'beberapa', 'rawat', 'untuk', 'atas', 'asa', 'murung', 'asas', 'pada', 'alam', 'sendiri', 'dan', 'jawap', 'daripada', 'pakar', 'dan', 'doktor', 'yang', 'incharga', 'aku', 'dekat', 'klinik', 'psikiatri', 'dan', 'kesihat', 'mental']",non-deppressive
"Ok, aku nak highlight kat sini apa yang diperlukan bila ada kemurungan ialah seorang pendengar yang setia dan tidak menghukum luahan hati kau","['okey', 'aku', 'nak', 'sorot', 'dekat', 'sini', 'apa', 'yang', 'diperlu', 'bila', 'ada', 'murung', 'ia', 'orang', 'dengar', 'yang', 'setia', 'dan', 'tidak', 'hukum', 'luah', 'hati', 'kamu']",non-deppressive
" Bila kau hadapi sesuatu peristiwa yang kau tak boleh hadap, carilah teman untuk meluah perasaan","['bila', 'kamu', 'hadap', 'sesuat', 'peristiwa', 'yang', 'kamu', 'tidak', 'boleh', 'hadap', 'cari', 'teman', 'untuk', 'luah', 'asa']",non-deppressive
"Aku tahu yang ramai pembaca kat luar sana yang hadir temujanji dengan doktor psikiatri kan?Ok, rawatan yang diberikan oleh doktor korang ialah psikoterapi; iaitu untuk ubah cara minda korang berfikir","['aku', 'tahu', 'yang', 'ramai', 'baca', 'dekat', 'luar', 'sana', 'yang', 'hadir', 'temujanji', 'deng', 'doktor', 'psikiatri', 'kan', 'okey', 'rawat', 'yang', 'beri', 'oleh', 'doktor', 'kamu', 'semua', 'ia', 'psikoterapi', 'iaitu', 'untuk', 'ubah', 'cara', 'minda', 'kamu', 'semua', 'pikir']",non-deppressive
" Kalau selama ni dalam kepala otak kau asyik thought negatif je, jadi peranan dorang ialah untuk betulkan mind set korang","['kalau', 'lama', 'ini', 'dalam', 'kepala', 'otak', 'kamu', 'asyik', 'berfikir', 'negatif', 'sahaja', 'jadi', 'peran', 'dorong', 'ia', 'untuk', 'betul', 'fikir', 'tetap', 'kamu', 'semua']",non-deppressive
 Ini yang pertama dalam rawatan kemurungan,"['ini', 'yang', 'pertama', 'dalam', 'rawat', 'murung']",non-deppressive
Doktor yang bertugas takkan sesekali cadangkan penyelesaian kepada masalah kau,"['doktor', 'yang', 'tugas', 'tidak', 'akan', 'sekal', 'cadang', 'selesai', 'kepada', 'masa', 'kamu']",non-deppressive
" Kau kena fikir sendiri, dia bagi kertas dan suruh senaraikan masalah dan cara tangani masalah kau","['kamu', 'kena', 'fikir', 'sendiri', 'dia', 'bagi', 'kertas', 'dan', 'suruh', 'senarai', 'masa', 'dan', 'cara', 'tangani', 'masa', 'kamu']",non-deppressive
 Doktor nak ajar kau supaya kau ada self-esteem dan boleh buat keputusan,"['doktor', 'nak', 'ajar', 'kamu', 'supaya', 'kamu', 'ada', 'diri', 'sendiri', 'harga', 'diri', 'dan', 'boleh', 'buat', 'putus']",non-deppressive
Rawatan kedua ialah ubat-ubatan,"['rawat', 'dua', 'ia', 'ubat', 'ubat']",non-deppressive
 Lepas dah jumpa doktor mesti dapat slip ubat kan? Haa itu ialah rawatan anti-depression kalau ada tanda kemurungan dan anti-anxiety kalau ada kegelisahan,"['lepas', 'dah', 'jumpa', 'doktor', 'mesti', 'dapat', 'gelincir', 'ubat', 'kan', 'ha', 'itu', 'ia', 'rawat', 'anti', 'murung', 'kalau', 'ada', 'tanda', 'murung', 'dan', 'anti', 'bimbang', 'kalau', 'ada', 'gelisah']",non-deppressive
"Untuk pesakit yang ada simptom psychotic, ubat tambahan mereka ialah ubat anti-psychotic dan ada masalah untuk tidur pun doktor akan beri ubat penenang","['untuk', 'sakit', 'yang', 'ada', 'simptom', 'psikot', 'ubat', 'tambah', 'mereka', 'ia', 'ubat', 'anti', 'psikot', 'dan', 'ada', 'masa', 'untuk', 'tidur', 'pun', 'doktor', 'akan', 'beri', 'ubat', 'tenang']",non-deppressive
 Ni yang dalam drama melayu selalu ada dialog “kau tak makan ubat kau eh?” Haa ubat tulah,"['ini', 'yang', 'dalam', 'drama', 'layu', 'selalu', 'ada', 'dialog', 'kamu', 'tidak', 'ma', 'ubat', 'kamu', 'eh', 'ha', 'ubat', 'tu']",non-deppressive
Semua jenis ubat yang diberikan ialah untuk tambah/ubah hormon kau dalam otak,"['semua', 'jenis', 'ubat', 'yang', 'beri', 'ia', 'untuk', 'tambah', 'ubah', 'hormon', 'kamu', 'dalam', 'otak']",non-deppressive
" Kalau macam aku, aku kekurangan hormon serotonin yang menyebakan aku selalu sedih dan kemurungan","['kalau', 'macam', 'aku', 'aku', 'kurang', 'hormon', 'serotonin', 'yang', 'sebab', 'aku', 'selalu', 'sedih', 'dan', 'murung']",non-deppressive
"Ubat yang doktor endorse pun bukan ubat Over-The-Counter, ubat tu memerlukan sign dan cop doktor sebab semuanya ubat terkawal","['ubat', 'yang', 'doktor', 'sokong', 'pun', 'bu', 'ubat', 'lebih', 'yang', 'counter', 'ubat', 'itu', 'lu', 'tanda', 'dan', 'cop', 'doktor', 'sebab', 'semua', 'ubat', 'kawal']",non-deppressive
 Maknanya kalau korang tak perlukan ubat memang dorang takkan beri,"['makna', 'kalau', 'kamu', 'semua', 'tidak', 'mengaparlu', 'ubat', 'memang', 'dorong', 'tidak', 'akan', 'beri']",non-deppressive
  Rawatan yang keempat ialah meditasi/mengenali Tuhan,"['rawat', 'yang', 'empat', 'ia', 'meditasi', 'kena', 'tuh']",non-deppressive
 Aku pakai frasa Tuhan yang merujuk kepada semua agama,"['aku', 'pakai', 'frasa', 'tuh', 'yang', 'rujuk', 'kepada', 'semua', 'agama']",non-deppressive
 Generally,"['cara', 'am']",non-deppressive
" Kalau boleh kau kena rajin-rajinkan solat lima waktu, baca al-quran, solat tahajud semua tu supaya dapat ketenangan kalau kau seorang yang beragama Islam","['kalau', 'boleh', 'kamu', 'kena', 'rajin', 'rajin', 'solat', 'lima', 'waktu', 'baca', 'al', 'qur', 'solat', 'tahajud', 'semua', 'itu', 'supaya', 'dapat', 'ten', 'kalau', 'kamu', 'orang', 'yang', 'agama', 'islam']",non-deppressive
"Kalau agama lain, boleh buat ikut kepercayaan masing-masing sebab aku percaya yang agama mengajar perkara yang baik-baik kepada penganutnya","['kalau', 'agama', 'lain', 'boleh', 'buat', 'ikut', 'percaya', 'masing', 'masing', 'sebab', 'aku', 'percaya', 'yang', 'agama', 'ajar', 'perkara', 'yang', 'baik', 'baik', 'kepada', 'anu']",non-deppressive
Rawatan kelima ialah sokongan keluarga,"['rawat', 'lima', 'ia', 'sokong', 'keluarga']",non-deppressive
 Bunyinya macam kejam kalau kau ada konflik dengan keluarga,"['bunyi', 'macam', 'kejam', 'kalau', 'kamu', 'ada', 'konflik', 'deng', 'keluarga']",non-deppressive
" Doktor psikiatri yang incharge kau akan panggil sesiapa yang tinggal serumah dengan kau, yang hari-hari kau jumpa kat tempat kerja/ sekolah/ IPT dan yang rapat dengan kau","['doktor', 'psikiatri', 'yang', 'incharga', 'kamu', 'akan', 'panggil', 'siapa', 'yang', 'tinggal', 'rumah', 'deng', 'kamu', 'yang', 'hari', 'hari', 'kamu', 'jumpa', 'dekat', 'tempat', 'kerja', 'seko', 'ipt', 'dan', 'yang', 'rapat', 'deng', 'kamu']",non-deppressive
Doktor akan sedaya-upaya untuk terangkan keadaan mental kau kepada mereka dan tanya macam mana perangai kau supaya apa yang kau cerita sama dengan apa yang family dan kawan rapat kau cerita,"['doktor', 'akan', 'daya', 'upaya', 'untuk', 'terang', 'ada', 'mental', 'kamu', 'kepada', 'mereka', 'dan', 'tanya', 'macam', 'mana', 'perangai', 'kamu', 'supaya', 'apa', 'yang', 'kamu', 'cer', 'sama', 'deng', 'apa', 'yang', 'keluarga', 'dan', 'ka', 'rapat', 'kamu', 'cer']",non-deppressive
Kat sini doktor akan fahamkan betul-betul kepada family/ kawan rapat yang kau perlukan sokongan keluarga dari segi emosi dan kena pastikan pesakit kena hadir temujanji dengan doktor,"['dekat', 'sini', 'doktor', 'akan', 'faham', 'betul', 'betul', 'kepada', 'keluarga', 'ka', 'rapat', 'yang', 'kamu', 'perlu', 'sokong', 'keluarga', 'dari', 'segi', 'emosi', 'dan', 'kena', 'pasti', 'sakit', 'kena', 'hadir', 'temujanji', 'deng', 'doktor']",non-deppressive
Rawatan yang terakhir ialah DIRI KAU SENDIRI,"['rawat', 'yang', 'akhir', 'ia', 'diri', 'kamu', 'sendiri']",non-deppressive
" Ya, kalau diri sendiri taknak keluar dari kemurungan","['ya', 'kalau', 'diri', 'sendiri', 'tidak', 'nak', 'keluar', 'dari', 'murung']",non-deppressive
 Maka semua rawatan-rawatan yang aku mention takkan berkesan,"['maka', 'semua', 'rawat', 'rawat', 'yang', 'aku', 'sebut', 'tidak', 'akan', 'kes']",non-deppressive
Push diri sendiri untuk terima rawatan dan ubah apa yang patut supaya kemurungan kau tak jatuh lebih teruk,"['tolak', 'diri', 'sendiri', 'untuk', 'terima', 'rawat', 'dan', 'ubah', 'apa', 'yang', 'patut', 'supaya', 'murung', 'kamu', 'tidak', 'jatuh', 'lebih', 'teruk']",non-deppressive
 Belajar untuk cope bila ada masalah dan cari ketenangan bila rasa ‘lemas’ dalam kemurungan,"['bajar', 'untuk', 'atas', 'bila', 'ada', 'masa', 'dan', 'cari', 'ten', 'bila', 'rasa', 'lemas', 'dalam', 'murung']",non-deppressive
"Aku faham, perasaan sedih susah nak dikawal tapi cuba ikut apa petua,tips and trick dari doktor psikiatri kau untuk atasi perasaan tu","['aku', 'faham', 'asa', 'sedih', 'susah', 'nak', 'kawal', 'tetapi', 'cuba', 'ikut', 'apa', 'tua', 'tipis', 'dan', 'silap', 'dari', 'doktor', 'psikiatri', 'kamu', 'untuk', 'atas', 'asa', 'itu']",non-deppressive
"Oklah, sampai sini je aku nak beritahu tentang rawatan untuk depresi/ kemurungan","['ok', 'sampai', 'sini', 'sahaja', 'aku', 'nak', 'beritahu', 'tentang', 'rawat', 'untuk', 'depresi', 'murung']",non-deppressive
 Maybe next time aku cerita benda lain yang related dengan mental health dan mental illnes,"['mungkin', 'terus', 'masa', 'aku', 'cer', 'benda', 'lain', 'yang', 'kait', 'deng', 'mental', 'kesihat', 'dan', 'mental', 'illes']",non-deppressive
Selamat berpuasa,"['selamat', 'puasa']",non-deppressive
– Cik H (Bukan nama sebenar)Hantar confession anda di sini -> https://iiumc,"['angan', 'cik', 'h', 'bu', 'nama', 'benar', 'hantar', 'pengi', 'anda', 'di', 'sini', 'htps', 'iium']",non-deppressive
com/submit,"['com', 'muka']",non-deppressive
Salam all reader IIUM’s confession,"['salam', 'al', 'baca', 'iium', 'seperti', 'pengi']",non-deppressive
 Thanks admin sebab approve confession aku ni,"['thanks', 'admin', 'sebab', 'approve', 'pengi', 'aku', 'ini']",non-deppressive
 Depression,['murung'],non-deppressive
" Yes, ni tajuk aku","['ya', 'ini', 'tajuk', 'aku']",non-deppressive
" Lately aku dengar banyak kes bunuh diri and salah satunya kes bunuh diri sebab kemurungan!Untuk pengetahuan pembaca semua, orang yang menghidap kemurungan ni luaran dia tak nampak pun macam dia ada masalah","['akhirak', 'ini', 'aku', 'dengar', 'banyak', 'kes', 'bunuh', 'diri', 'dan', 'sa', 'satu', 'kes', 'bunuh', 'diri', 'sebab', 'murung', 'untuk', 'tahu', 'baca', 'semua', 'orang', 'yang', 'menghidap', 'murung', 'ini', 'luar', 'dia', 'tidak', 'tampak', 'pun', 'macam', 'dia', 'ada', 'masa']",non-deppressive
 Tapi the inside of that person hanya Tuhan je yang tau betapa susahnya dia struggle,"['tetapi', 'yang', 'dalam', 'daripada', 'itu', 'person', 'ha', 'tuh', 'sahaja', 'yang', 'tahu', 'betapa', 'susah', 'dia', 'juang']",non-deppressive
 Selalunya orang yang ada depression ni ada anxiety (kebimbangan) sekali,"['selalu', 'orang', 'yang', 'ada', 'murung', 'ini', 'ada', 'bimbang', 'bimbang', 'sekali']",non-deppressive
 Sampai boleh terketar2 satu badan,"['sampai', 'boleh', 'ketar', 'ketar', 'satu', 'badan']",symptom
Tanda-tanda penyakit kemurungan (ni aku amik dekat internet) 1,"['tanda', 'tanda', 'sakit', 'murung', 'ini', 'aku', 'ambil', 'dekat', 'internet', 'satu']",non-deppressive
 Perasaan murung atau sering marah-marah hampir sepanjang hari dan hampir setiap hari dalam tempoh dua minggu,"['asa', 'murung', 'atau', 'sering', 'marah', 'marah', 'hampir', 'panjang', 'hari', 'dan', 'hampir', 'tiap', 'hari', 'dalam', 'tempoh', 'dua', 'minggu']",symptom
 Perasaan ini dilaporkan oleh pesakit secara subjektif seperti perasaan rendah diri ataupun daripada pengamatan orang luar contohnya selalu menangis,"['asa', 'ini', 'lapor', 'oleh', 'sakit', 'cara', 'subjektif', 'seperti', 'asa', 'rendah', 'diri', 'atau', 'daripada', 'amat', 'orang', 'luar', 'contoh', 'selalu', 'menang']",symptom
2,['dua'],non-deppressive
 Tidak bersemangat atau tidak berminat melakukan aktiviti sosial yang biasa dilakukan hampir setiap hari,"['tidak', 'semangat', 'atau', 'tidak', 'minat', 'laku', 'aktiviti', 'sosial', 'yang', 'biasa', 'dila', 'hampir', 'tiap', 'hari']",symptom
