,raw text,token text,category
379,Buat masa sekarang aku masih lagi menunggu panggilan kerja sebagai guru ganti sebab hati aku ni tak terbuka nak kerja benda lain,"['tunggu', 'panggil', 'kerja', 'guru', 'ganti', 'hati', 'ni', 'buka', 'nak', 'kerja', 'benda']",statement
380, Aku semakin baik cuma aku kadang2 ada juga la rasa murung tu,"['kadangeb', 'la', 'murung', 'tu']",symptom
381, Aku dah tak happy macam dulu lagi,"['dah', 'happy']",symptom
382, Aku tetap bersyukur walaupon aku rasa ujian aku ni berat sangat tapi aku masih bernyawa lagi,"['syukur', 'walaupon', 'uji', 'ni', 'berat', 'nyawa']",statement
383, Allah tetap bagi aku hidup lagi,"['allah', 'hidup']",statement
384,Semua yang berlaku pasti ada hikmahnya,"['laku', 'hikmah']",statement
385, Tapi kadang2 aku fikir juga kenapa Allah bagi aku ujian macam ni penyakit yang luar nampak normal tapi dalam tu merana sangat,"['kadangeb', 'fikir', 'allah', 'uji', 'ni', 'sakit', 'nampak', 'normal', 'tu', 'merana']",statement
386,Aku tak tahu nak cerita penyakit aku dekat orang sebab kalau aku cerita pon mereka tak akan faham,"['nak', 'cerita', 'sakit', 'orang utan', 'cerita', 'pon', 'faham']",risk factor
387, Mesti mereka akan judge aku yang aku ni lemah iman sedangkan aku dulu dekat universiti subuh dekat surau,"['mesti', 'Hakim', 'ni', 'lemah', 'iman', 'universiti', 'subuh', 'surau']",risk factor
388, Solat lima waktu,['solat'],statement
389,Apa pon doakan aku dipermudahkan urusan nak sambung belajar balik dalam bulan 9 tahun ni,"['pon', 'doa', 'mudah', 'urus', 'nak', 'sambung', 'bajar', 'angan', 'ni']",statement
390, Cuma sekarang aku buntu nak buat apa kat rumah lama²,"['buntu', 'nak', 'kat', 'rumah', 'lamaay']",statement
391, Bosan teruk dengan takda kawan,"['bosan', 'teruk', 'takda', 'kawan']",statement
392, Itu saja cerita aku,['cerita'],statement
393, Terima kasih,"['terima', 'kasih']",statement
394,– Fezzul  (Bukan nama sebenar)Hantar confession anda di sini -> https://iiumc,"['angan', 'fezzulxaaan', 'nama', 'sebenarhant', 'confession', 'xaaehttpsiiumc']",statement
395, com/submit,['comsubmit'],statement
396,"Hari ini, aku dapat tahu sendiri kenapa orang murung tak dapatkan pertolongan","['orang', 'murung', 'dapat', 'tolong']",statement
397,Aku pergi klinik kesihatan hari ni,"['pergi', 'klinik', 'kesihatan', 'ni']",statement
398," Dalam dua minggu lepas, perasaan yang dah lama aku tak rasa datang balik","['minggu', 'lepas', 'asa', 'dah']",medical history
399, Dulu masa aku belajar dan masa aku bujang selalu la perasaan tu datang,"['bajar', 'bujang', 'la', 'asa', 'tu']",medical history
400,Seingat aku ini kali pertama datang perasaan yang sama macam dulu sejak aku kahwin,"['kali', 'asa', 'kahwin']",medical history
401, Pencetusnya? Aku pun tak tahu,['cetus'],statement
402,"Dalam dua minggu lepas, aku memang rasa down sangat","['minggu', 'lepas', 'down']",symptom
403, Tanpa sebab,[],statement
404, Rasa sedih,['sedih'],symptom
405, Rasa malas bangun tidur,"['malas', 'bangun', 'tidur']",symptom
406, Aku bangun untuk solat subuh je,"['bangun', 'solat', 'subuh', 'je']",symptom
407, Itu pun kadang2 aku burn subuh,"['kadangeb', 'burn', 'subuh']",symptom
408," Lepas subuh, aku tidur balik","['lepas', 'subuh', 'tidur']",symptom
409, Takde semangat langsung nak bangun,"['takde', 'semangat', 'langsung', 'nak', 'bangun']",symptom
410," Oh, aku kerja ikut suka aku","['oh', 'kerja', 'suka']",symptom
411, Kerja bebas,"['kerja', 'bebas']",symptom
412,Aku rasa sedih tak tentu pasal,"['sedih', 'pasal']",symptom
413, Takde sebab,['takde'],symptom
414, Rasa useless,['useless'],symptom
415, Rasa macam dulu la masa belajar,"['la', 'bajar']",statement
416, Masa bujang,['bujang'],statement
417, Masa aku duduk sorang2,"['duduk', 'sorang l']",statement
418, Tapi ini kali pertama jadi lepas kahwin,"['kali', 'lepas', 'kahwin']",statement
419, Otak aku asyik fikir kalau mati lagi best,"['otak', 'asyik', 'fikir', 'mati', 'best']",symptom
420, Aku dah prepare dah untuk isteri dan anak aku duit,"['dah', 'prepare', 'dah', 'isteri', 'anak', 'duit']",statement
421," Tak banyak, tapi ada la",['la'],statement
422," Tapi fikir je, takde la sampai aku nak campak nyawa aku sendiri","['fikir', 'je', 'takde', 'la', 'nak', 'campak', 'nyawa']",statement
423," Cuma macam bayangkan, death by proxy","['bayang', 'death', 'by', 'proxy']",symptom
424, Mati sebab accident ke,"['mati', 'accident']",symptom
425, Aku ada la iman lagi,"['la', 'iman']",statement
426, Aku tahu la dosa pahala,"['la', 'dosa', 'pahala']",statement
427,"Satu malam dalam dua minggu lepas tu, aku scroll FB, search tentang depression","['malam', 'minggu', 'lepas', 'tu', 'scroll', 'fb', 'search', 'depression']",statement
428," Jumpa la satu page ni, Malaysia Suicide Alert (MESRA)","['jumpa', 'la', 'page', 'ni', 'malaysia', 'suicide', 'alert', 'mesra']",statement
429, Aku try la pm,"['try', 'la', 'pm']",statement
430, tak berbalas sampai sekarang,['balas'],statement
431, Aku cuba la call Befrienders,"['cuba', 'la', 'panggil', 'kawan']",statement
432, Tak dapat,[],statement
433, Tapi aku faham la sebab dah tengah malam,"['faham', 'la', 'dah', 'malam']",statement
434," Serius aku cakap, memang waktu tu aku serabut","['serius', 'cakap', 'tu', 'serabut']",statement
435, Aku rasa berat sangat nak buat benda yang aku selalu buat,"['berat', 'nak', 'benda']",symptom
436, Aku rasa nak tidur je,"['nak', 'tidur', 'je']",symptom
437, Aku monyok je,"['monyok', 'je']",symptom
438, Keluar dengan family pun rasa tak happy,"['family', 'happy']",symptom
439, Aku sedih je,"['sedih', 'je']",symptom
440,Aku jumpa satu link,"['jumpa', 'link']",statement
441, Questionnaire,['soal selidik'],statement
442, Saringan Kesihatan Mental,"['saring', 'kesihatan', 'mental']",statement
443, Aku cuba la jawab,"['cuba', 'la']",statement
444," Dapat keputusan dalam email, dia suruh aku pergi ke Klinik Kesihatan","['putus', 'email', 'suruh', 'pergi', 'klinik', 'kesihatan']",statement
445," Esoknya aku pergi, aku tunjuk kat kaunter klinik kesihatan, diorang pun blur","['esok', 'pergi', 'kat', 'kaunter', 'klinik', 'kesihatan', 'orang', 'kabur']",statement
446, Tapi diorang suruh aku daftar dulu,"['orang', 'suruh', 'daftar']",statement
447," Aku daftar, Aku tunggu lama","['senarai', 'tunggu']",statement
448, Pastu aku balik sebelum sempat diorang panggil aku,"['pastu', 'orang', 'panggil']",statement
449," Aku fikir, takpe la, aku setel sendiri……I got better a few days later","['fikir', 'takpe', 'la', 'setel', 'sendiri angan angan i', 'dapat', 'lebih baik', 'a', 'beberapa', 'hari - hari', 'kemudian']",statement
450, Ada beberapa benda yang aku buat menjadi,['benda'],statement
451, Aku semangat balik,['semangat'],statement
452, Aku ok balik,['okey'],statement
453, Tapi perasaan tu masih ada la,"['asa', 'tu', 'la']",statement
454," Aku start balik bangun awal pagi, ulang balik rutin dulu","['mula', 'bangun', 'pagi', 'ulang mula', 'rutin']",statement
455," Pastu hari ini, aku buat keputusan untuk pergi klinik kesihatan lagi sebab aku ada gatal-gatal tanpa ruam yang miang sesangat","['pastu', 'putus', 'pergi', 'klinik', 'kesihatan', 'gatalg', 'ruam', 'miang', 'sangat']",statement
456," Pergi klinik kali ni, aku tunggu","['pergi', 'klinik', 'kali', 'ni', 'tunggu']",statement
457, Tunggu sampai dipanggil masuk bilik doktor,"['tunggu', 'angan', 'masuk', 'bilik', 'doktor']",statement
458,"Jumpa doktor, aku cerita pasal gatal-gatal","['jumpa', 'doktor', 'cerita', 'pasal', 'gatalg']",statement
459, Dan biasalah doktor klinik kerajaan,"['biasa', 'doktor', 'klinik', 'raja']",statement
460, Beban kerja terlalu banyak,"['beban', 'kerja']",statement
461, Memang cuba secepat mungkin untuk selesaikan patient,"['Cuba', 'cepat', 'selesai', 'sakit']",statement
462, Aku cuba cakap tentang ujian saringan depression yang aku ada ambil,"['Cuba', 'cakap', 'uji', 'saring', 'murung', 'ambil']",statement
463,"Waktu ini, nampak gaya macam ada sinis sikit","['nampak', 'gaya', 'sin', 'sikit']",statement
464, Macam mana nak cakap ye? Macam gaya nak kata kita ni mengada-ada,"['nak', 'cakap', 'awak', 'gaya', 'nak', 'ni', 'mengada']",statement
465," Mungkin aku sangka buruk, tapi aku orang sales, aku boleh baca sikit2 gaya orang ni","['sangka', 'buruk', 'orang utan', 'jual', 'baca', 'sikitp', 'gaya', 'orang utan', 'ni']",statement
466," But don’t get me wrong, the doctor was still professional","['tetapi', 'jangan', 'dapat', 'saya', 'salah', 'yang', 'doktor', 'adalah', 'masih', 'profesional']",statement
467," Dia suruh aku ambil satu borang kat luar, suruh aku isi borang tu","['suruh', 'ambil', 'borang', 'kat', 'suruh', 'isi', 'borang', 'tu']",statement
468, Borang DASS namanya,"['borang', 'dass', 'nama']",statement
469,Borang mengandungi soalan2 yang lebih kurang sama macam soalan saringan depression hari tu,"['borang', 'kaedah', 'soalan ph', 'soal', 'saring', 'murung', 'tu']",statement
470, Aku jawab la ikut arahan,"['la', 'arah']",statement
471," Arahannya, berdasarkan apa yang kita rasa dalam seminggu yang lepas","['arah', 'berdasarkan', 'masa', 'lepas']",statement
472, Aku masih rasa,[],statement
473, Cuma dah kurang,['dah'],statement
474,"Aku bawa balik masuk borang tu, Keputusan memang lebih kurang dengan saringan","['bawa', 'masuk', 'borang', 'tu', 'putus', 'saring']",statement
475,"  Kemurungan – Sangat TerukAnzieti – SederhanaStres – Sangat TerukOk, jumpa doktor balik","['murung', '-', 'terukanziet', '-', 'sederhanastres', '-', 'terukok', 'jumpa', 'doktor']",statement
476, Kesinisan bermula sekali lagi,['sinis'],statement
477, Doktor tanya soalan untuk pastikan sama ada aku faham soalan yang ditanya dalam borang,"['doktor', 'soal', 'jalan', 'faham', 'soal', 'borang']",statement
478, Aku jawab,[],statement
479," Ada cara doktor tu balas, itu biasa la","['doktor', 'tu', 'balas', 'la']",statement
480, Saya pun rasa macam tu,['tu'],statement
481,Cara doktor tanya macam menekan,"['doktor', 'angan']",risk factor
482, Macam aku ni sungguh mengada-ada,"['ni', 'sungguh', 'mengada']",risk factor
483," Ada satu part, aku beritahu tentang suicidal thoughts aku","['bahagian', 'beritahu', 'bunuh diri', 'pikir']",symptom
484," Dia kata, “Tapi takde la nak buat apa-apa kan?” Dan dia juga ada cakap, “Tak bolehlah macam tu, bila terlintas, fikir anak isteri”","['"" Tapi', 'bukan', 'la', 'nak', 'apaap', 'kan angan', 'cakap', '"" Tak', 'tu', 'lintas', 'fikir', 'anak', 'isteri angan']",statement
485, Aku pergi jumpa doktor sebab aku fikir anak isteri la,"['pergi', 'jumpa', 'doktor', 'fikir', 'anak', 'isteri', 'la']",statement
486, Aku nak baik,['nak'],statement
487,"Sampailah satu soalan, dia tanya tentang family, dia tanya aku tak boleh kongsi dengan isteri aku ke? Dengan parents macam mana","['sampai', 'soal', 'keluarga', 'kongsi', 'isteri', 'ibu bapa']",statement
488, SH*t,['sht'],statement
489, Masa ni aku nangis,"['ni', 'nang']",symptom
490, Sebak,['sebak'],symptom
491, Tetiba,['tetiba'],statement
492, Aku tak tahu kenapa,[],symptom
493, Depan doktor tu,"['doktor', 'tu']",statement
494, Aku dah bertahun-tahun kot tak menangis macam tu,"['dah', 'bertahuntun', 'kot', 'menang', 'tu']",symptom
495, Anak aku sakit dulu pun aku tak nangis macam tu,"['anak', 'sakit', 'nang', 'tu']",symptom
496,Last2 doktor set aku untuk terapi pemulihan carakerja,"['terakhiru', 'doktor', 'set', 'terapi', 'pulih', 'carakerja']",medical history
497, Memang terapi yang aku nak,"['terapi', 'nak']",medical history
498, Bukan nak bantai ubat terus,"['nak', 'banta', 'ubat']",medical history
499,"Aku yang sepatutnya dah ok sikit, pasal insiden hari ini, dengan doktor tu, aku dah rasa macam haritu balik","['masa', 'dah', 'okey', 'sikit', 'pasal', 'orang dalam', 'doktor', 'tu', 'dah', 'haritu']",symptom
500,Rasa nak mati je…,"['nak', 'mati', 'je . . .']",symptom
501,– AkuHantar confession anda di sini -> www,"['-', 'akuhantar', 'aku', 'ww']",statement
502,iiumc,['iiumc'],statement
503,com/submit,['hantar'],statement
504,Aku terpanggil untuk tulis pengalaman aku lepas baca confession bertarikh 28/9/2018 bertajuk “doktor dan kemurungan” (https://iiumc,"['panggil', 'tulis', 'alam', 'lepas', 'baca', 'aku', 'tarikh', 'angan', 'tajuk', '"" Doktor', 'murung angan', 'htpsiiumc']",statement
505,com/doktor-dan-kemurungan/),['comdoktordankemurungan'],statement
506, Moga kisah aku sedikit sebanyak dapat membantu insan-insan yang sedang cuba menyelesaikan isu kesihatan mental mereka,"['moga', 'kisah', 'tolong', 'orang gila', 'Cuba', 'selesai', 'isu', 'kesihatan', 'mental']",statement
507,"Aku rasa aku melalui fasa depression yang teruk sebanyak tiga kali, cuma kali ketiga baru dapat diagnosis rasmi dan rawatan yang betul","['fasa', 'murung', 'teruk', 'kali', 'kali', 'Tiga', 'diagnosis', 'rasmi', 'rawat']",medical history
508,Kali pertama adalah 5 tahun lepas,"['kali', 'angan', 'lepas']",medical history
509, Masa ni aka sangat tak boleh function,"['ni', 'aka', 'fungsi']",symptom
510, Bilik aku sentiasa bersepah macam kena ribut taufan,"['bilik', 'selalu', 'sepah', 'kena', 'ribut', 'taufan']",symptom
511, Bahagian rumah lain aku kemas je sebab mak aku suruh,"['bahagian', 'rumah', 'masuk', 'je', 'mak', 'suruh']",statement
512, Tapi bilik aku macam tongkang pecah,"['bilik', 'tongkang', 'pecah']",symptom
513, Tidur aku haru biru,"['tidur', 'haru', 'biru']",symptom
514, Hidup aku tak ada arah tuju dan banyak jugaklah benda merepek aku buat masa ni antaranya lari daripada rumah,"['hidup', 'arah', 'tuju', 'jugak', 'benda', 'repek', 'ni', 'lari', 'rumah']",symptom
515, Ade lagi yang lagi merepek tapu tak perlu pun confess,"['ade', 'repek', 'tapu', 'menga']",statement
516," Senang cerita, aku memang tak ok","['nang', 'cerita', 'okey']",symptom
517,"Time nilah aku mula hafal al-Quran, seperti kebanyakan netizen muslim aku pun ingat aku ni lemah iman je kot","['masa', 'nilah', 'hafal', 'alquran', 'lazim', 'netizen', 'muslim', 'ni', 'lemah', 'iman', 'je', 'kot']",statement
518, So aku fikir cara terbaik untuk aku mantapkan iman aku adalah dengan hafaz al-Quran serta jaga tahajjud,"['begitu', 'fikir', 'baik', 'mantap', 'iman', 'hafaz', 'alquran', 'jaga', 'tahajjud']",statement
519,"Aku mula rasa hafaz al-Quran tu sangat menenangkan dan best, semakin dekat aku dengan al-Quran semakin aku jauh daripada derita aku","['hafaz', 'alquran', 'tu', 'tenang', 'baik', 'alquran', 'derita']",statement
520," Dan bila kau menghafaz Kalamullah ni, kau kena tumpu 100% fikiran kau pada ayat al-Quran, well at least bagi aku lah cara aku menghafal macam tu","['awak', 'menghafaz', 'kalamullah', 'ni', 'kau', 'kena', 'tumpu', 'angan', 'fikiran', 'awak', 'ayat', 'alquran', 'dengan baik', 'di', 'paling tidak', 'hafal', 'tu']",statement
521,Tapi aku jadi macam robot,['robot'],statement
522, 24 jam aku dengan al-Quran,"['angan', 'jem', 'alquran']",statement
523, Aku sentiasa menyendiri dengan al-Quran,"['selalu', 'sendiri', 'alquran']",statement
524, Dengan family aku makin jauh,['keluarga'],symptom
525, Diorg borak aku sumbat telinga dengan earphone dengar al-Quran,"['diorg', 'borak', 'sumbat', 'telinga', 'fon telinga', 'dengar', 'alquran']",symptom
526, End up aku hafal 6 juzu dalam masa 4 bulan (aku duk rumah time ni),"['akhir', 'naik', 'hafal', 'angan', 'juzu', 'angan', 'duk', 'rumah', 'masa', 'ni']",statement
527, Dan hafazan ni adalah hafazan aku yang paling kuat sampai sekarang,"['hafazan', 'ni', 'hafazan', 'kuat']",statement
528," Time ni juga setiap hari aku menangis, tapi aku happy sebab aku dah boleh function balik lepas mula menghafaz","['time', 'ni', 'menang', 'happy', 'dah', 'function', 'lepas', 'menghafaz']",symptom
529, Tahun seterusnya aku ambil keputusan untuk hafaz al-Quran 30 juzu sebab bagi aku al-Quran penawar aku,"['ambil', 'putus', 'hafaz', 'alquran', 'angan', 'juzu', 'alquran', 'tawar']",statement
530," Aku fikir, mesti aku takkan lagi lalui fasa yang menyakitkan tu kalau aku jadi hafizah","['fikir', 'mesti', 'tak', 'lalu', 'fasa', 'sakit', 'tu', 'hafizah']",statement
531, Ternyata aku salah,['salah'],statement
532,Alhamdulillah aku diterima masuk sebuah institusi yang membolehkan aku hafaz 30 Juzu al-Quran,"['alhamdulillah', 'terima', 'masuk', 'institusi', 'boleh', 'hafaz', 'angan', 'juzu', 'alquran']",statement
533, Tahun pertama ok je,"['ok', 'je']",statement
534, Masuk tahun 2 aku mula rasa balik macam aku rasa dulu,"['masuk', 'angan']",medical history
535, Di mana waktu tu aku pun tak tahu tu kemurungan ke apekebenda,"['tu', 'tu', 'murung', 'apekebenda']",statement
536, Malam aku xleh tidur,"['malam', 'xleh', 'tidur']",symptom
537, Aku termenung je tengok silinh,"['menung', 'je', 'tengok', 'silinh']",symptom
538," Dok fikir macam-macam, antaranya cara nak bunuh diri","['dok', 'fikir', 'macamm', 'nak', 'bunuh']",symptom
539, Aku dah tak rasa nak hidup,"['dah', 'nak', 'hidup']",symptom
540, Kelas jangan cakap lah,"['kelas', 'cakap']",symptom
541, Aku rasa 40% kelas aku tak masuk,"['angan', 'kelas', 'masuk']",symptom
542, Aku buat apa? Aku termenung je time aku tak masuk kelas,"['menung', 'je', 'time', 'masuk', 'kelas']",symptom
543, Tak termenung aku tertidur,"['menung', 'tidur']",symptom
544, Terbangun daripada tidur aku termenung,"['bangun', 'tidur', 'menung']",symptom
545, Ingat best? Tak best langung,"['best', 'best', 'langung']",statement
546, Orang yang lalui je faham peritnya,"['orang', 'lalu', 'je', 'faham', 'perit']",statement
547, Aku pemalas? Sila cuba dan fahami tentang depresi,"['malas', 'sila', 'cuba', 'fahami', 'depresi']",statement
548,Aku dah tak ada perasaan langsung,"['dah', 'asa', 'langsung']",symptom
549, Masa tu aku masih dok hafaz al-Quran,"['tu', 'dok', 'hafaz', 'alquran']",statement
550, Tapi aku menghafaz ikut sukatan je lah,"['menghafaz', 'sukat', 'je']",statement
551, Aku dah tak semangat macam mula-mula,"['dah', 'semangat', 'mulama']",symptom
552," Bila kau dah biasa menghafal pulak, memang kejap je nak hafal satu mukasurat tu","['kau', 'dah', 'hafal', 'pulak', 'kejap', 'je', 'nak', 'hafal', 'mukasurat', 'tu']",statement
553, 15-20 minit dah boleh ingat satu mukasurat,"['angan', 'min', 'dah', 'mukasurat']",statement
554, So biasanya aku sebelum nak tasmik baru aku tengok dan hafal,"['so', 'nak', 'tasmik', 'tengok', 'hafal']",statement
555,Last-last aku dah rasa penat sangat dengan diri sendiri aku nekad pergi klinik psikiatri,"['lastl', 'dah', 'penat', 'nekad', 'pergi', 'klinik', 'psikiatri']",statement
556, Masa tu aju dah nak habis belajar dah,"['tu', 'aju', 'dah', 'nak', 'habis', 'bajar', 'dah']",statement
557, Lagi dua tiga bulan macam tu,['tu'],statement
558, Lebih kurang setahun lebih jugak lah aku menderita,"['tahun', 'jugak', 'derita']",medical history
559,Ni lah first time aku jumpa dokto untuk isu kesihatan mental aku,"['ni', 'first', 'time', 'jumpa', 'dokto', 'isu', 'kesihatan', 'mental']",medical history
560, Dan pengalaman pertama aku tak best,"['alam', 'best']",statement
561," Sebelum aku pergi klinik ni, aku dah cerita masalah aku dengan kawan, dengan ustaz, dengan ustazah, dengan kaunselor tapi mereka hanya mampu terkedu dan suruh aku bertabah","['pergi', 'klinik', 'ni', 'dah', 'cerita', 'kawan', 'ustaz', 'ustazah', 'kaunselor', 'kedu', 'suruh', 'tabah']",statement
562, So aku pergi jelah klinik psikiatri sebab aku tahu aku perlukan bantuan,"['so', 'pergi', 'jelah', 'klinik', 'psikiatri', 'perlu', 'bantu']",statement
563, Malangnya pengalaman kali pertama ni x berapa best,"['malang', 'alam', 'kali', 'ni', 'x', 'best']",statement
564,Doktor ni perlekehkan aku masa aku nak explain apa yang aku fikirkan,"['doktor', 'ni', 'perlekehkan', 'nak', 'explain', 'fikirkan']",risk factor
565, Aku cakap “I think of patterns…” belum sempat aku habiskan ayat ni doktor ni potong cakap aku dan dengan penuh kekerekkan beliau berkata “are you trying to diagnose yourself? I do the diagnosis here ok” dan dia pun diagnose aku dengan poor sleep hygiene dan aku hanya stress dan bukan depressed,"['cakap', 'angan i', 'think', 'of', 'patterns angan angan', 'habis', 'ayat', 'ni', 'doktor', 'ni', 'potong', 'cakap', 'penuh', 'kerek', 'beliau', 'angan are', 'you', 'trying', 'ke', 'mendiagnosis', 'yourself', 'i', 'buat', 'the', 'diagnosis', 'here', 'ok angan', 'mendiagnosis', 'miskin', 'sleep', 'bersih', 'tekan', 'tek']",risk factor
566, Aku ikut segala nasihat dan saranan doktor ni tapi aku jadi lagi teruk,"['nasihat', 'saran', 'doktor', 'ni', 'teruk']",risk factor
567,"Alhamdulillah Allah bagi aku otak yang agak cepat pickup jadi walaupun aku miss2 kelas dan x baca buku langsung, Allah rezekikan aku untuk berjaya habiskan belajar dan tamatkan hafazan 30 juzu","['alhamdulillah', 'allah', 'otak', 'cepat', 'ambil', 'missya', 'kelas', 'x', 'baca', 'buku', 'cara langsung', 'allah', 'rezeki', 'jaya', 'habis', 'bajar', 'tamat', 'hafazan', 'angan', 'juzu']",statement
568, Walaupun aku sampai sekarang rasa bersalah dengan pengajar2 aku sebab seolah aku tak hormat diorang,"['salah', 'pengajarakan', 'hormat', 'orang']",symptom
569, Dan aku juga rasa aku belum betul-betul hafaz al-Quran walaupun secara rasminya aku diiktiraf sebagai penghafaz al-Quran,"['betulb', 'hafaz', 'alquran', 'rasmi', 'iktiraf', 'penghafaz', 'alquran']",symptom
570,"Fast forward kepada tahun ni, aku lalui episod ketiga","['pantas', 'ke hadap', 'ni', 'lalu', 'episod', 'Tiga']",statement
571, Dan kalau ikutkan aku dah malas nak jumpa doktor,"['ikut', 'dah', 'malas', 'nak', 'jumpa', 'doktor']",statement
572," Kalau kau ikut kata orang sebab iman lemah, aku dah siap hafal satu Quran lagi sebab nak pulihkan diri aku","['awak', 'orang utan', 'iman', 'lemah', 'dah', 'hafal', 'quran', 'nak', 'pulih']",statement
573, Kau rasa? Aku rasa aku dah cuba segala-galanya tapi aku tetap miserable dan rasa tak nak hidup,"['awak', 'dah', 'Cuba', 'semua gala', 'sengsara', 'nak', 'hidup']",symptom
574,Last2 aku pergi juga ke klinik psikiatri,"['terakhiru', 'pergi', 'klinik', 'psikiatri']",statement
575, Sekarang aku dah masuk 5 bulan makan antidepressant pagi dan malam,"['dah', 'masuk', 'angan', 'makan', 'antidepresan', 'pagi', 'malam']",medical history
576, 6 atau 7 kali sesi psikoterapi dengan doktor aku yang sangat2 baik,"['angan', 'angan', 'kali', 'sesi', 'psikoterapi', 'doktor', 'sangatp']",medical history
577, Aku di diagnose dengan OCD dan depression,"['mendiagnosis', 'ocd', 'murung']",medical history
578, Sebab apa? Tu tak perlu tahu kot,"['tu', 'kot']",statement
579, Panjang sangat ceritanya,['cerita'],statement
580,  Point aku kat sini ada dua,"['titik', 'kat']",statement
581,1,['angan'],statement
582," Bagi yang sedang mengalami masalah yang kau rasa ada kaitan dengan kesihatan mental kau aku doakan kau tabah dan tetap teruskan untuk dapatkan rawatan, stick dengan rawatan, kalau dapat ubat kau makan, doktor suruh buat apa kau buat, doktor suruh tinggal apa kau tinggal","['laku', 'awak', 'kait', 'kesihatan', 'mental', 'awak', 'doa', 'awak', 'tabah', 'terus', 'dapat', 'rawat', 'tongkat', 'rawat', 'ubat', 'awak', 'makan', 'doktor', 'suruh', 'awak', 'doktor', 'suruh', 'tinggal', 'awak', 'tinggal']",statement
583," Doktor kau kerek, kaunselor kau tak dengar, kau cari lagi dan lagi dan lagi sampailah kau jumpa orang yang boleh bantu kau atasi masalah kau","['doktor', 'awak', 'kerek', 'kaunselor', 'awak', 'dengar', 'awak', 'cari', 'sampai', 'awak', 'jumpa', 'orang utan', 'bantu', 'awak', 'atas', 'awak']",statement
584, Doktor pun manusia jugak,"['doktor', 'manusia', 'jugak']",statement
585, Mungkin nasib kau kurang baik dia bad mood masa hari kau jumpa dia,"['nasib', 'awak', 'buruk', 'mood', 'awak', 'jumpa']",statement
586, Yang penting kau terus dan terus dan terus doa dan ikhtiar supaya kau ok dan boleh function balik,"['awak', 'doa', 'ikhtiar', 'awak', 'okey', 'fungsi']",statement
587, Kesihatan mental SANGAT penting ok,"['kesihatan', 'mental', 'okey']",statement
588,2,['angan'],statement
589, Kau sakit tak semestinya Iman kau lemah tapi tak semestinya juga Iman kau ok,"['awak', 'sakit', 'mesti', 'iman', 'awak', 'lemah', 'mesti', 'iman', 'awak', 'okey']",statement
590, Hakikat Iman tu memang naik dan turun ini memang ulama bersepakat tentang hakikat ini,"['hakikat', 'iman', 'tu', 'turun', 'ulama', 'sepakat', 'hakikat']",statement
591, Kau sakit ke sihat ke iman kau memang turun naik,"['awak', 'sakit', 'sihat', 'iman', 'awak', 'turun']",statement
592," Dan kau sakit ke sihat ke kau sentiasa kena usaha perbaiki iman kau, perbaiki ibadah kau","['awak', 'sakit', 'sihat', 'awak', 'selalu', 'kena', 'usaha', 'baik', 'iman', 'awak', 'baik', 'ibadah', 'awak']",statement
593," Ada kaitan tak dengan kesihatan mental? Bagi aku secara generalnya tidak, tapi dari segenap sudut ada kena mengena juga","['kait', 'kesihatan', 'mental', 'amnya', 'segenap', 'sudut', 'kena', 'kena']",statement
594,"Maksud aku, stigma yang depression yang PUNCA UTAMA adalah kelemahan iman tu bagi aku salah","['maksud', 'stigma', 'murung', 'punca', 'utama', 'lemah', 'iman', 'tu', 'salah']",statement
595, Iman ni Allah je yang tahu kat mana levelnya,"['iman', 'ni', 'allah', 'je', 'kat', 'levelnya']",statement
596," Aku tak nafi, boleh jadi lemahnya iman tu ANTARA PUNCA kau kemurungan","['nafi', 'lemah', 'iman', 'tu', 'punca', 'awak', 'murung']",statement
597," So disebabkan mustahil untuk buktikan kelemahan iman ni punca kemurungan, sebab tu kalau kau cuba ambil langkah-langkah untuk kuatkan iman pun kau still murung","['begitu', 'sebab', 'mustahil', 'bukti', 'lemah', 'iman', 'ni', 'punca', 'murung', 'tu', 'awak', 'Cuba', 'ambil', 'langkah langkah', 'kuat', 'iman', 'awak', 'masih', 'murung']",medical history
598," Macam aku dulu la, hari-hari baca al-Quran, solat cukup, orang sekeliling pun semua dok mengaji je tapi last2 kemurungan datang balik jugak","['la', 'harih', 'baca', 'alquran', 'solat hari raya', 'orang utan', 'masa', 'dok', 'aji', 'je', 'terakhiru', 'murung', 'jugak']",medical history
599," Tapi aku tak nafikan, yang aku hafaz al-Quran ni sangat membantu aku","['nafi', 'hafaz', 'alquran', 'ni', 'tolong']",statement
600, Ayat-ayat Allah ni macam pelampung yang aku berpaut dalam ombak dan badai kemurungan yang hampir menenggelamkan aku,"['ayat', 'allah', 'ni', 'pelampung', 'paut', 'ombak', 'badai', 'murung', 'tenggelam']",medical history
601,"Kesimpulannya, bila kemurungan tu lau ikhtiar dapatkan rawatan perubatan dalam masa yang sama hubungan dengan Allah pun kau cuba improve","['simpul', 'murung', 'tu', 'lau', 'ikhtiar', 'dapat', 'rawat', 'ubat', 'hubung', 'allah', 'awak', 'Cuba', 'baik']",statement
